steam_id,playtime_forever
76561198003811382,181
76561198036657265,127
76561198046806915,59
76561198039778509,48
76561197967174031,23
76561198046162899,14
76561198099328121,10
76561198053675362,10
76561197974522156,10
76561197999638720,8
76561197972303841,8
76561197964542243,6
76561198054776845,5
76561197982437091,1
76561198095049646,0
76561198087066156,0
76561198239611018,0
76561198122883605,0
76561198087044612,0
76561198082166693,0
76561198069487110,0
76561198157726267,0
76561198102767019,0
76561198064621980,0
76561198118965684,0
76561198059440920,0
76561197964334210,0
76561198045950134,0
76561198049438209,0
76561198046450367,0
76561198045814607,0
76561198044653745,0
76561198043579940,0
76561198034169751,0
76561198027455053,0
76561198024918862,0
76561198001518866,0
76561198000734300,0
76561198000537256,0
76561197995896877,0
76561197989616184,0
76561198283431927,0
