steam_id,playtime_forever
76561198057685527,13808
76561198138390863,478
76561198062232099,377
76561198075427390,330
76561198087066156,321
76561198003167470,306
76561198005738944,292
76561198102767019,292
76561198044277845,289
76561197992267436,289
76561198000537256,280
76561198067219635,280
76561198001518866,275
76561198040791634,272
76561197988411069,249
76561198011533373,225
76561198048151962,182
76561198055555174,157
76561197991677902,157
76561198044920564,152
76561198070177879,150
76561198145408927,149
76561198119472780,124
76561197992236665,122
76561198021388700,89
76561198036311033,75
76561198028583056,64
76561198105967393,49
76561198050762093,47
76561198010803705,46
76561198073160592,43
76561198033892985,24
76561198045123168,22
76561198035705663,20
76561198041121765,18
76561198030424566,16
76561197960799921,15
76561198045316032,14
76561198019392535,13
76561198038762356,8
76561198077822642,6
76561198041669718,5
76561197983589335,2
76561197983367658,1
76561198156776848,0
76561198118965684,0
76561198061342197,0
76561198108946181,0
76561198071029382,0
76561198067911521,0
76561198086791425,0
76561198100596275,0
76561198070585472,0
76561198093819152,0
76561198077773578,0
76561198091853107,0
76561198081715961,0
76561198077431827,0
76561197960304530,0
76561198052912739,0
76561197995792780,0
76561197962929275,0
76561197967469174,0
76561197969324150,0
76561197971119511,0
76561197973942698,0
76561197976039320,0
76561197980065584,0
76561197988056436,0
76561197991699268,0
76561197992006300,0
76561197992166703,0
76561197993263354,0
76561197998047221,0
76561198051896614,0
76561197998612669,0
76561198000776667,0
76561198003595118,0
76561198007745188,0
76561198011372474,0
76561198014848587,0
76561198023381231,0
76561198030245280,0
76561198033060740,0
76561198042738965,0
76561198044387084,0
76561198050092449,0
76561198226523644,0
