steam_id,playtime_forever
76561198028314084,1063375
76561198061797577,686994
76561197995207074,684740
76561198019093186,662143
76561197970687008,644706
76561198039832932,620179
76561198034699157,533619
76561198003549970,506786
76561198081135207,504018
76561198004438078,498362
76561198077120873,461333
76561198003889673,456440
76561198018188350,444263
76561197999783606,438082
76561198047636593,399208
76561198020442064,393692
76561198088687428,378997
76561198007441474,378680
76561198007463920,377376
76561197999199969,376022
76561197995896877,375595
76561198027330526,374164
76561198025107925,360640
76561198010803705,358975
76561198006944554,354050
76561198010767299,353484
76561198052180785,353443
76561198038513068,352773
76561198040641436,348551
76561198063648921,347710
76561198055326819,346896
76561198069139035,342334
76561198009772175,340783
76561198076227203,337298
76561198040306485,335858
76561198048163741,335612
76561198064317610,335118
76561198079986661,331187
76561198056199427,327414
76561197995961075,325915
76561198065113275,323566
76561198059622971,323464
76561198071681706,323429
76561198003388886,322710
76561198047515471,320649
76561198023475537,320526
76561198072608814,312571
76561197996767783,312135
76561198061230129,310873
76561198007282725,307632
76561198051281934,305730
76561197994136663,304387
76561198050246852,303788
76561198078738103,303476
76561197992125998,299125
76561198060022548,296849
76561198026167657,295624
76561198083619343,294415
76561198075582003,293042
76561198070599947,292919
76561198013828918,292233
76561198049315551,291942
76561198008977652,291671
76561198100205554,291209
76561198046263983,290656
76561198055300421,289686
76561198057862579,288831
76561198079887518,284519
76561198050868578,283423
76561198027086363,283009
76561198052846013,282188
76561198088865993,281687
76561197993679376,280492
76561198032459795,280032
76561197968897263,279445
76561198065369684,278197
76561197993640717,277603
76561198054224756,277442
76561198063765495,276594
76561197977246575,275756
76561198142659806,275181
76561198098840839,273779
76561198018556265,271406
76561198009001563,270141
76561198035591272,268313
76561198044169764,267000
76561198045133986,266900
76561197965994141,266789
76561198032437647,266626
76561198091152936,266020
76561198055632741,263666
76561198049741187,263657
76561197963293081,263130
76561198041193864,262036
76561198040452700,261164
76561198017614917,260188
76561198044086839,259494
76561198046776854,258343
76561198072850352,257565
76561198027455361,257361
76561198042068202,255337
76561198055524033,255007
76561198040055640,254714
76561198019019838,253887
76561198015984056,253342
76561198065389357,252944
76561198050299698,252749
76561198028206815,252421
76561197999892410,252403
76561198046494812,251785
76561198079896887,250124
76561198063861019,249891
76561198037570824,248592
76561198039860473,246837
76561198063406120,246290
76561197987741483,245490
76561198089766169,244975
76561198054085200,244271
76561198004537575,243807
76561198081073934,243653
76561198009872417,243485
76561198037750157,242293
76561198076094895,241364
76561198069839491,239672
76561198043711805,239415
76561198045733466,239334
76561197976032007,237953
76561198063283911,237489
76561198073807760,237231
76561198006084032,237173
76561198074103221,236807
76561197966979423,236498
76561198075881644,235108
76561198068194476,234914
76561198105270589,233927
76561198009729086,231850
76561198050174490,231838
76561198049997005,231060
76561198094288138,229911
76561198031010329,228494
76561198023783352,227900
76561198048597734,227846
76561198091671832,227736
76561198036460233,227632
76561198035809740,227587
76561198078922939,227177
76561198047714184,226367
76561198065435743,226348
76561198040666913,226009
76561198127813233,225385
76561198016750146,225002
76561198044286156,224890
76561198067821515,223951
76561198063595238,223679
76561198003968173,222472
76561198005016027,222202
76561198041588738,222129
76561197979916184,221761
76561198027455053,221688
76561198065545068,221068
76561198062232099,220577
76561198089131001,220393
76561198086665451,220337
76561198081009511,219875
76561198057471883,219808
76561198041776212,219698
76561198100375968,219607
76561198054680543,218505
76561198057807833,218268
76561198117813768,218034
76561198053686868,217447
76561198077734778,216921
76561198044588815,216838
76561198060469849,216520
76561198037569981,216155
76561198014951202,215980
76561198045195695,215680
76561198089967981,214637
76561198017085499,214412
76561198078843911,214355
76561198067004710,214145
76561198066062655,213762
76561198076580598,213187
76561198055882002,213096
76561198081499095,212047
76561198094508722,211724
76561197981425218,211560
76561197999613236,211255
76561198025234500,211005
76561198013535509,210980
76561198074185082,210806
76561198082590747,210029
76561197972452208,208415
76561198078126186,208340
76561198088129281,208131
76561198044711140,207734
76561198041628266,207465
76561198040301510,206929
76561198079518488,206697
76561198088238670,206683
76561198054496878,205760
76561198111424831,205532
76561198075083029,204932
76561198035146378,204866
76561198034512932,204456
76561197992708849,204338
76561198053495794,204290
76561198022347840,203849
76561198087448010,203608
76561198070403442,202767
76561198062395806,202670
76561198066446549,202620
76561198008565345,202592
76561198075257303,202450
76561198014005645,201949
76561198028458466,201875
76561198016947707,201694
76561198077285385,201533
76561198053738092,201467
76561198070497067,201187
76561198003772075,201002
76561198044423009,200719
76561198044122040,200187
76561198030570540,200133
76561198038557796,199946
76561198059487098,198435
76561198004901938,198212
76561198050556448,198027
76561198036455045,197464
76561198039696884,197431
76561198024776356,197103
76561198089757753,196961
76561198006995190,196913
76561198001349469,196893
76561198021745490,196441
76561198048071206,196402
76561198080029094,196378
76561198033813703,196263
76561198077668829,196100
76561198079582022,195877
76561198089397419,195844
76561198009958803,195577
76561198040728118,195575
76561198058230663,195489
76561198034213146,195240
76561198045025762,194713
76561198015877517,194630
76561198061559559,194437
76561198082696444,194316
76561198089014737,194012
76561198013858002,193782
76561198046888750,193506
76561198029997863,193171
76561198057775965,193039
76561198071562147,192945
76561198042671032,192073
76561198066769478,191969
76561198066004879,190965
76561198085844107,190446
76561198019650848,190234
76561198024447871,190218
76561198004054805,189648
76561198058225280,189643
76561198027477827,189335
76561198006951166,189273
76561198060934495,189163
76561198067070151,188996
76561198070227221,187502
76561198047372444,187496
76561198073893372,185725
76561198062445206,185319
76561198054927960,185173
76561198055304676,184889
76561198081033101,184859
76561198041806281,184750
76561198047237949,184565
76561198036783679,184427
76561198007208545,183906
76561198061188237,183158
76561198087476344,182981
76561198076701454,182603
76561198078782259,182491
76561198066452898,182478
76561198071052242,182166
76561198033995949,181299
76561198079254609,181269
76561198053178860,181157
76561198032478055,180903
76561198073326662,180801
76561198092470446,180536
76561198011137273,179954
76561197990144561,179853
76561198062544523,179471
76561198056354988,179340
76561198037488165,179281
76561197991853420,179190
76561198081358616,179008
76561198063539698,178783
76561198041621904,178683
76561198019112245,178604
76561198070647134,178480
76561198044673182,178014
76561198068589085,177859
76561198052998016,177853
76561198057083118,177809
76561198043457895,177730
76561198061028312,177718
76561198063613744,177680
76561198046045570,177491
76561198035472583,176962
76561197995164445,176884
76561198040994679,176577
76561198036835633,176167
76561197976546912,176045
76561198018198781,175882
76561198007306685,175666
76561198073417448,175361
76561198081376422,175267
76561198005194616,175099
76561198020832822,175063
76561198014906447,175062
76561198091092194,175022
76561197976668781,174583
76561198070988262,174382
76561198044619788,174370
76561198014424015,173930
76561198066112366,173671
76561198131002806,173641
76561198070198955,173552
76561198042397874,173406
76561198070346631,173198
76561198104235208,173167
76561198067943048,173037
76561198099211069,173020
76561198007413771,172828
76561197986141295,172708
76561198060046037,172479
