item_id,item_name,playtime_forever,playtime_2weeks
10,Counter-Strike,199,0
80,Counter-Strike: Condition Zero,0,0
100,Counter-Strike: Condition Zero Deleted Scenes,0,0
20,Team Fortress Classic,141,0
60,Ricochet,29,0
70,Half-Life,35,0
240,Counter-Strike: Source,614,0
4000,Garry's Mod,23361,0
2990,FlatOut 2,118,0
6860,Hitman: Blood Money,241,0
4760,Rome: Total War,1110,0
15390,Brothers in Arms: Hell's Highway,194,0
16450,F.E.A.R. 2: Project Origin,110,0
10500,Empire: Total War,3640,0
1250,Killing Floor,1374,0
35420,Killing Floor Mod: Defence Alliance 2,2,0
33900,Arma 2,184,0
9870,Ghostbusters: The Video Game,0,0
10180,Call of Duty: Modern Warfare 2,0,0
10190,Call of Duty: Modern Warfare 2 - Multiplayer,130,0
550,Left 4 Dead 2,1649,0
223530,Left 4 Dead 2 Beta,0,0
22370,Fallout 3 - Game of the Year Edition,715,0
24980,Mass Effect 2,553,0
41700,S.T.A.L.K.E.R.: Call of Pripyat,206,0
34030,Napoleon: Total War,730,0
24960,Battlefield: Bad Company 2,682,0
8190,Just Cause 2,0,0
33910,Arma 2,24,0
33930,Arma 2: Operation Arrowhead,396,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0
21970,R.U.S.E,51,0
47890,The Sims(TM) 3,734,0
105600,Terraria,338,0
113200,The Binding of Isaac,93,0
72850,The Elder Scrolls V: Skyrim,279,0
203770,Crusader Kings II,1262,0
22380,Fallout: New Vegas,326,0
110800,L.A. Noire,315,0
209080,Guns of Icarus Online,587,0
730,Counter-Strike: Global Offensive,47096,1967
214250,I Am Alive,89,0
212680,FTL: Faster Than Light,669,0
204360,Castle Crashers,41,0
220260,Farming Simulator 2013,381,0
205790,Dota 2 Test,0,0
219640,Chivalry: Medieval Warfare,237,0
232210,Patch testing for Chivalry,0,0
4920,Natural Selection 2,168,0
223470,POSTAL 2,59,0
219740,Don't Starve,455,0
322330,Don't Starve Together,36,0
13140,America's Army 3,0,0
51100,Tactical Intervention,195,0
203290,America's Army: Proving Grounds,64,0
208090,Loadout,1818,0
212180,Combat Arms,408,0
234310,March of War,0,0
236390,War Thunder,5611,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,1877,0
39000,Moonbase Alpha,99,0
209870,Blacklight: Retribution,2764,0
248570,Toribash,167,0
250420,8BitMMO,0,0
265630,Fistful of Frags,399,0
286100,You Have to Win the Game,0,0
224260,No More Room in Hell,408,0
239220,The Mighty Quest For Epic Loot,727,0
241640,Haunted Memories,0,0
246280,Happy Wars,256,0
253710,theHunter,0,0
224580,Arma 2: DayZ Mod,390,0
35450,Rising Storm/Red Orchestra 2 Multiplayer,1869,0
236370,Interstellar Marines,17,0
242760,The Forest,585,0
242860,Verdun,54,0
244850,Space Engineers,381,0
239030,"Papers, Please",385,0
239350,Spelunky,159,0
218620,PAYDAY 2,1748,0
239820,Game Dev Tycoon,3209,0
222880,Insurgency,1218,0
252490,Rust,2846,0
22120,Penumbra: Black Plague,1,0
22140,Penumbra: Requiem,0,0
22180,Penumbra: Overture,0,0
247910,Sniper Elite: Nazi Zombie Army 2,133,0
49520,Borderlands 2,548,0
236510,Takedown: Red Sabre,45,0
238430,Contagion,593,0
264140,Pixel Piracy,90,0
108600,Project Zomboid,592,0
221100,DayZ,330,0
8930,Sid Meier's Civilization V,518,0
247730,Nether,84,0
273110,Counter-Strike Nexon: Zombies,149,0
274900,Murder Miners,118,0
251570,7 Days to Die,400,0
48700,Mount & Blade: Warband,963,0
282440,Quake Live,43,0
270550,Yet Another Zombie Defense,54,0
238460,BattleBlock Theater,17,0
65790,Arma: Cold War Assault,0,0
304050,Trove,41,0
304930,Unturned,346,0
224600,Defiance,118,0
291480,Warface,85,0
227940,Heroes & Generals,129,0
317360,Double Action: Boogaloo,84,0
305620,The Long Dark,346,0
332800,Five Nights at Freddy's 2,253,0
215470,Primal Carnage,38,0
333930,Dirty Bomb,191,0
2400,The Ship,124,0
2420,The Ship Single Player,0,0
2430,The Ship Tutorial,0,0
342200,MechWarrior Online,135,0
316390,sZone-Online,0,0
346330,BrainBread 2,123,0
346900,AdVenture Capitalist,0,0
355180,Codename CURE,141,0
273350,Evolve Stage 2,0,0
