item_id,item_name,playtime_forever,playtime_2weeks
1250,Killing Floor,456,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
205790,Dota 2 Test,0,0
730,Counter-Strike: Global Offensive,1406,0
205100,Dishonored,364,0
206210,Gotham City Impostors: Free To Play,22,0
208090,Loadout,709,0
218230,PlanetSide 2,169,0
224260,No More Room in Hell,23,0
233720,Surgeon Simulator,155,0
219740,Don't Starve,504,0
322330,Don't Starve Together,348,0
72850,The Elder Scrolls V: Skyrim,1188,0
244590,Epigenesis,0,0
221910,The Stanley Parable,0,0
203160,Tomb Raider,0,0
211420,Dark Souls: Prepare to Die Edition,583,0
335300,DARK SOULS™ II: Scholar of the First Sin,0,0
7670,BioShock,226,0
8850,BioShock 2,0,0
8870,BioShock Infinite,0,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
365720,Skyrim Script Extender (SKSE),3,0
265930,Goat Simulator,74,0
6000,STAR WARS™ Republic Commando,0,0
6020,STAR WARS™ Jedi Knight: Jedi Academy™,0,0
6030,STAR WARS™ Jedi Knight II: Jedi Outcast™,0,0
6060,STAR WARS™ Battlefront™ II,0,0
32350,STAR WARS™ Starfighter™,0,0
32370,STAR WARS™: Knights of the Old Republic™,0,0
32380,STAR WARS™ Jedi Knight: Dark Forces II,0,0
32390,STAR WARS™ Jedi Knight: Mysteries of the Sith™,0,0
32400,STAR WARS™: Dark Forces,0,0
32420,STAR WARS™: The Clone Wars - Republic Heroes™,0,0
32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,22,0
32470,STAR WARS™ Empire at War: Gold Pack,0,0
32500,STAR WARS™: The Force Unleashed™ II,0,0
208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,0,0
48000,LIMBO,66,0
273350,Evolve Stage 2,23,0
