item_id,item_name,playtime_forever,playtime_2weeks
23310,The Last Remnant,114,0
550,Left 4 Dead 2,4760,0
223530,Left 4 Dead 2 Beta,0,0
42910,Magicka,135,0
620,Portal 2,1695,0
105600,Terraria,6029,0
107100,Bastion,54,0
205790,Dota 2 Test,0,0
50650,Darksiders II,1369,0
730,Counter-Strike: Global Offensive,120334,4
238960,Path of Exile,2560,0
35720,Trine 2,0,0
250900,The Binding of Isaac: Rebirth,6321,0
252490,Rust,16342,0
252950,Rocket League,1308,1308
219990,Grim Dawn,416,0
39210,FINAL FANTASY XIV: A Realm Reborn,5009,0
269770,Secrets of Grindea,1557,0
282800,100% Orange Juice,1570,0
238460,BattleBlock Theater,710,0
304930,Unturned,923,0
311240,Zero Escape: Zero Time Dilemma,1249,0
323370,TERA,22,0
345350,LIGHTNING RETURNS: FINAL FANTASY XIII,125,0
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,27,0
322330,Don't Starve Together,81,0
372000,Tree of Savior (English Ver.),3663,0
383230,Dungeon Souls,666,0
391540,Undertale,55,0
431240,Golf With Your Friends,703,0
405900,Disgaea PC,25,0
442080,Riders of Icarus,0,0
397060,Faeria,0,0
