item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,4722,0
22300,Fallout 3,626,0
33910,Arma 2,1538,0
33930,Arma 2: Operation Arrowhead,10327,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),2222,0
22380,Fallout: New Vegas,1324,0
204030,Fable - The Lost Chapters,1633,0
730,Counter-Strike: Global Offensive,57492,54
109600,Neverwinter,0,0
230410,Warframe,0,0
236390,War Thunder,3876,0
238960,Path of Exile,0,0
224580,Arma 2: DayZ Mod,9208,0
221380,Age of Empires II: HD Edition,519,0
72850,The Elder Scrolls V: Skyrim,1319,0
218620,PAYDAY 2,110,0
222880,Insurgency,39,0
252490,Rust,76668,5125
238430,Contagion,12,0
221100,DayZ,136,0
48700,Mount & Blade: Warband,2027,0
304930,Unturned,27,0
227940,Heroes & Generals,30,0
205790,Dota 2 Test,0,0
323370,TERA,161,0
4560,Company of Heroes,0,0
9340,Company of Heroes: Opposing Fronts,0,0
20540,Company of Heroes: Tales of Valor,0,0
228200,Company of Heroes (New Steam Version),811,0
231430,Company of Heroes 2,50,0
333930,Dirty Bomb,387,0
365590,Tom Clancy's The Division,1493,0
377160,Fallout 4,264,0
