item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,169925,855
300,Day of Defeat: Source,1,0
320,Half-Life 2: Deathmatch,11,0
340,Half-Life 2: Lost Coast,50,0
730,Counter-Strike: Global Offensive,15498,370
236390,War Thunder,83388,10
248570,Toribash,309,0
253710,theHunter,91494,1305
107410,Arma 3,2280,0
301520,Robocraft,0,0
304930,Unturned,0,0
227940,Heroes & Generals,605,0
322920,theHunter: Primal,1442,0
342370,Company of Heroes: Europe at War,0,0
363970,Clicker Heroes,0,0
291550,Brawlhalla,112,0
