item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,2574,0
8190,Just Cause 2,117,0
31280,Poker Night at the Inventory,39,0
70000,Dino D-Day,31,0
105600,Terraria,188,0
205790,Dota 2 Test,86,0
220240,Far Cry® 3,3602,0
226700,Infestation: Survivor Stories Classic,726,0
113400,APB Reloaded,995,0
218230,PlanetSide 2,0,0
230410,Warframe,6647,0
239450,Gun Monkeys,1,0
218620,PAYDAY 2,5212,0
249130,LEGO® MARVEL Super Heroes,564,0
550,Left 4 Dead 2,1262,0
223530,Left 4 Dead 2 Beta,0,0
271590,Grand Theft Auto V,17458,382
222880,Insurgency,29,0
222900,Dead Island: Epidemic,3,0
292390,Realms of the Haunting,0,0
295110,H1Z1: Just Survive,352,0
362300,H1Z1: Just Survive Test Server,0,0
433850,H1Z1: King of the Kill,1199,0
439700,H1Z1: King of the Kill Test Server,0,0
35450,Rising Storm/Red Orchestra 2 Multiplayer,0,0
236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,0,0
298240,Red Crucible: Firestorm,5,0
238460,BattleBlock Theater,466,0
214190,Minimum,228,0
302830,BLOCKADE 3D,430,0
304050,Trove,215,0
304930,Unturned,4674,0
8600,RACE 07,0,0
8660,GTR Evolution,0,0
211500,RaceRoom Racing Experience ,0,0
291480,Warface,69,0
730,Counter-Strike: Global Offensive,76804,0
333930,Dirty Bomb,501,10
346110,ARK: Survival Evolved,44228,1209
407530,ARK: Survival Of The Fittest,0,0
307780,Mortal Kombat X,1003,0
349700,Aftermath,236,0
355180,Codename CURE,13,0
381560,Epic Cards Battle(TCG),8,0
383080,Sakura Clicker,39,0
383580,Flesh Eaters,0,0
57300,Amnesia: The Dark Descent,0,0
280790,Creativerse,20,0
4720,Condemned: Criminal Origins,0,0
34270,SEGA Mega Drive & Genesis Classics,0,0
203750,Binary Domain,57,0
99300,Renegade Ops,0,0
211160,Viking: Battle for Asgard,0,0
379720,DOOM,1492,0
359550,Tom Clancy's Rainbow Six Siege,16043,1923
48000,LIMBO,0,0
443080,Elite Dangerous: Arena,0,0
273350,Evolve Stage 2,1779,0
319630,Life Is Strange™,0,0
