item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,1648,0
220,Half-Life 2,295,0
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,0,0
360,Half-Life Deathmatch: Source,0,0
380,Half-Life 2: Episode One,0,0
400,Portal,20,0
420,Half-Life 2: Episode Two,0,0
1250,Killing Floor,648,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
550,Left 4 Dead 2,1055,0
223530,Left 4 Dead 2 Beta,0,0
34030,Napoleon: Total War,75,0
33910,Arma 2,38,0
33930,Arma 2: Operation Arrowhead,278,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0
42700,Call of Duty: Black Ops,1524,0
42710,Call of Duty: Black Ops - Multiplayer,1124,0
107100,Bastion,189,0
21170,Gotham City Impostors,485,0
206210,Gotham City Impostors: Free To Play,0,0
207610,The Walking Dead,1966,0
202170,Sleeping Dogs™,2631,0
730,Counter-Strike: Global Offensive,1647,0
219640,Chivalry: Medieval Warfare,2367,0
232210,Patch testing for Chivalry,0,0
215470,Primal Carnage,516,0
204100,Max Payne 3,1145,0
203160,Tomb Raider,467,0
208090,Loadout,120,0
209870,Blacklight: Retribution,257,0
220160,Trials Evolution Gold Edition,493,0
218620,PAYDAY 2,1578,0
48700,Mount & Blade: Warband,1365,0
286040,Dead Effect,24,0
291550,Brawlhalla,486,0
304930,Unturned,56,0
317360,Double Action: Boogaloo,277,0
6850,Hitman 2: Silent Assassin,0,0
6860,Hitman: Blood Money,0,0
6900,Hitman: Codename 47,204,0
203140,Hitman: Absolution,0,0
205930,Hitman: Sniper Challenge,0,0
247430,Hitman: Contracts,0,0
323370,TERA,0,0
327890,I am Bread,234,0
330840,Game of Thrones - A Telltale Games Series,847,0
17570,"Pirates, Vikings, & Knights II",150,0
346010,Besiege,600,0
