item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,0,0
20,Team Fortress Classic,0,0
50,Half-Life: Opposing Force,0,0
70,Half-Life,0,0
130,Half-Life: Blue Shift,0,0
3910,Sid Meier's Civilization III: Complete,0,0
3920,Sid Meier's Pirates!,0,0
4000,Garry's Mod,0,0
6210,Vegas: Make It Big,46,0
6850,Hitman 2: Silent Assassin,0,0
6860,Hitman: Blood Money,0,0
6900,Hitman: Codename 47,0,0
2600,Vampire: The Masquerade - Bloodlines,0,0
7620,Railroad Tycoon 2: Platinum,0,0
7600,Sid Meier's Railroads!,1417,0
7610,Railroad Tycoon 3,0,0
8000,Tomb Raider: Anniversary,182,0
2200,Quake III Arena,0,0
2270,Wolfenstein 3D,0,0
2280,The Ultimate DOOM,0,0
2290,Final DOOM,0,0
2300,DOOM II: Hell on Earth,0,0
2310,Quake,0,0
2320,Quake II,0,0
2330,Quake II: The Reckoning,0,0
2340,Quake II: Ground Zero,0,0
2350,Quake III: Team Arena,0,0
2360,HeXen: Beyond Heretic,0,0
2370,HeXen: Deathkings of the Dark Citadel,0,0
2390,Heretic: Shadow of the Serpent Riders,0,0
9000,Wolfenstein 3D: Spear of Destiny,0,0
9010,Return to Castle Wolfenstein,0,0
9030,Quake Mission Pack 2: Dissolution of Eternity,0,0
9040,Quake Mission Pack 1: Scourge of Armagon,0,0
9050,DOOM 3,0,0
9060,HeXen II,0,0
9070,DOOM 3: Resurrection of Evil,0,0
9160,Master Levels for DOOM II,0,0
9180,Commander Keen Complete Pack,0,0
220,Half-Life 2,1704,0
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,0,0
360,Half-Life Deathmatch: Source,0,0
380,Half-Life 2: Episode One,0,0
400,Portal,43,0
420,Half-Life 2: Episode Two,139,0
2590,Alpha Prime,0,0
12900,Audiosurf,0,0
2700,RollerCoaster Tycoon 3: Platinum!,282,0
8200,Sam & Max 101: Culture Shock,0,0
8210,Sam & Max 102: Situation: Comedy,0,0
8220,"Sam & Max 103: The Mole, the Mob and the Meatball",0,0
8240,Sam & Max 105: Reality 2.0,0,0
8250,Sam & Max 106: Bright Side of the Moon,0,0
8260,Sam & Max 201: Ice Station Santa,0,0
8270,Sam & Max 202: Moai Better Blues,0,0
8280,Sam & Max 203: Night of the Raving Dead,0,0
8290,Sam & Max 204: Chariots of the Dogs,0,0
8300,Sam & Max 205: What's New Beelzebub?,0,0
16600,Trials 2: Second Edition,0,0
17300,Crysis,0,0
17330,Crysis Warhead,0,0
17340,Crysis Wars,0,0
22000,World of Goo,227,0
500,Left 4 Dead,541,0
12200,Bully: Scholarship Edition,0,0
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,0,0
10090,Call of Duty: World at War,901,0
17460,Mass Effect,1573,0
17480,Command and Conquer: Red Alert 3,0,0
17470,Dead Space,18,0
17410,Mirror's Edge,36,0
10500,Empire: Total War,0,0
22120,Penumbra: Black Plague,0,0
22140,Penumbra: Requiem,0,0
22180,Penumbra: Overture,15,0
26800,Braid,26,0
22200,Zeno Clash,0,0
3590,Plants vs. Zombies: Game of the Year,0,0
7870,1701 A.D.: Gold Edition,31,0
7880,1701 A.D.: Sunken Dragon,0,0
3900,Sid Meier's Civilization IV,30,0
3990,Sid Meier's Civilization IV: Warlords,0,0
8800,Sid Meier's Civilization IV: Beyond the Sword,0,0
16810,Sid Meier's Civilization IV: Colonization,0,0
34440,Sid Meier's Civilization IV,0,0
34450,Sid Meier's Civilization IV: Warlords,0,0
34460,Sid Meier's Civilization IV: Beyond the Sword,0,0
22330,The Elder Scrolls IV: Oblivion ,112,0
22320,The Elder Scrolls III: Morrowind,113,0
10150,Prototype,396,0
21660,Street Fighter IV,0,0
35700,Trine,222,0
6010,Indiana Jones and the Fate of Atlantis,694,0
32340,Loom,191,0
32360,The Secret of Monkey Island: Special Edition,157,0
29650,Aion Collectors Edition,1,0
15190,Brothers in Arms: Road to Hill 30,0,0
15390,Brothers in Arms: Hell's Highway,0,0
19800,Brothers in Arms: Earned in Blood,0,0
29180,Osmos,60,0
38400,Fallout,0,0
38410,Fallout 2,0,0
38420,Fallout Tactics,0,0
37400,"Time Gentlemen, Please!",0,0
37420,"Ben There, Dan That!",0,0
8980,Borderlands,1253,0
40700,Machinarium,271,0
10180,Call of Duty: Modern Warfare 2,207,0
10190,Call of Duty: Modern Warfare 2 - Multiplayer,990,0
17450,Dragon Age: Origins,288,0
41500,Torchlight,14,0
20900,The Witcher: Enhanced Edition,786,0
550,Left 4 Dead 2,0,0
