item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,4851,0
12210,Grand Theft Auto IV,805,0
33230,Assassin's Creed II,901,0
400,Portal,106,0
620,Portal 2,0,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,897,0
205790,Dota 2 Test,0,0
47410,Stronghold Kingdoms,83,0
51100,Tactical Intervention,328,0
208090,Loadout,0,0
218230,PlanetSide 2,2193,0
236390,War Thunder,17326,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,1258,0
209870,Blacklight: Retribution,5195,0
239660,Soldier Front 2,5396,0
265630,Fistful of Frags,93,0
271290,HAWKEN,24,0
224260,No More Room in Hell,42,0
218620,PAYDAY 2,3614,0
233130,Shadow Warrior,495,0
255520,Viscera Cleanup Detail: Shadow Warrior,23,0
257710,Max Gentlemen,3,0
266430,Anarchy Arcade,10,0
282440,Quake Live,0,0
203140,Hitman: Absolution,13,0
205930,Hitman: Sniper Challenge,0,0
304930,Unturned,19,0
227700,Firefall,0,0
244630,NEOTOKYO°,0,0
312990,The Expendabros,0,0
227940,Heroes & Generals,947,0
317360,Double Action: Boogaloo,0,0
238590,Loadout Campaign Beta,0,0
730,Counter-Strike: Global Offensive,45435,1274
7670,BioShock,2,0
8850,BioShock 2,11,0
8870,BioShock Infinite,604,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
310380,Fractured Space,0,0
