item_id,item_name,playtime_forever,playtime_2weeks
42500,DogFighter,16,0
7520,Two Worlds II,5,0
22610,Alien Breed: Impact,0,0
204340,Serious Sam 2,28,0
205790,Dota 2 Test,0,0
109600,Neverwinter,74,0
236390,War Thunder,234,0
242720,GunZ 2: The Second Duel,1,0
226320,Marvel Heroes 2016,0,0
253900,Knights and Merchants,0,0
253920,Gorky 17,0,0
253980,Enclave,104,0
254020,Commander: Conquest of the Americas Gold,0,0
254040,Pirates of Black Cove Gold,0,0
259280,Earth 2150: The Moon Project,0,0
550,Left 4 Dead 2,699,0
223530,Left 4 Dead 2 Beta,0,0
273110,Counter-Strike Nexon: Zombies,23,0
274900,Murder Miners,0,0
283330,Desert Thunder,25,0
283350,Eurofighter Typhoon,1,0
283390,Incoming Forces,0,0
285840,Enemy Mind,0,0
298240,Red Crucible: Firestorm,449,0
303390,Dead Bits,11,0
304050,Trove,69,0
319180,Platypus II,0,0
2400,The Ship,0,0
2420,The Ship Single Player,0,0
2430,The Ship Tutorial,0,0
346900,AdVenture Capitalist,75,0
355840,Survarium,5,0
356200,Keen Dreams,0,0
359800,Copa Petrobras de Marcas,0,0
373680,Aion,0,0
373700,Lineage II,0,0
389570,Mitos.is: The Game,1,0
391460,WARMODE,6,0
57300,Amnesia: The Dark Descent,5,0
403740,GabeN: The Final Decision,0,0
449140,Istrolid,1,0
466910,Worm.is: The Game,1,0
48000,LIMBO,1,0
