item_id,item_name,playtime_forever,playtime_2weeks
22300,Fallout 3,2599,0
17410,Mirror's Edge,722,0
22330,The Elder Scrolls IV: Oblivion ,31,0
40800,Super Meat Boy,64,0
620,Portal 2,987,0
105600,Terraria,5402,0
16450,F.E.A.R. 2: Project Origin,0,0
21090,F.E.A.R.,72,0
21100,F.E.A.R. 3,0,0
21110,F.E.A.R.: Extraction Point,0,0
21120,F.E.A.R.: Perseus Mandate,0,0
22380,Fallout: New Vegas,3561,0
113200,The Binding of Isaac,444,0
49520,Borderlands 2,4552,0
219150,Hotline Miami,295,0
205100,Dishonored,4728,0
200210,Realm of the Mad God,62,0
72850,The Elder Scrolls V: Skyrim,12151,0
225080,Brothers - A Tale of Two Sons,207,0
242550,Rayman Legends,525,0
250320,The Wolf Among Us,450,0
107410,Arma 3,300,0
221910,The Stanley Parable,172,0
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,357,0
261030,The Walking Dead: Season Two,568,0
221100,DayZ,380,0
7670,BioShock,966,0
8850,BioShock 2,730,0
8870,BioShock Infinite,656,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
271590,Grand Theft Auto V,941,0
274170,Hotline Miami 2: Wrong Number,622,0
304930,Unturned,12187,84
261640,Borderlands: The Pre-Sequel,545,0
730,Counter-Strike: Global Offensive,1480,0
250900,The Binding of Isaac: Rebirth,3242,0
346010,Besiege,199,0
322330,Don't Starve Together,528,0
377160,Fallout 4,3778,0
291550,Brawlhalla,569,0
57300,Amnesia: The Dark Descent,0,0
219740,Don't Starve,1861,0
359550,Tom Clancy's Rainbow Six Siege,268,0
374320,DARK SOULS III,8928,0
