item_id,item_name,playtime_forever,playtime_2weeks
400,Portal,897,0
620,Portal 2,937,0
105600,Terraria,15991,0
107100,Bastion,48,0
102840,Shank 2,133,0
71420,London 2012: The Official Video Game of the Olympic Games,1227,1
221260,Little Inferno,14,0
200710,Torchlight II,314,0
205100,Dishonored,282,0
205790,Dota 2 Test,0,0
219680,Proteus,15,0
99900,Spiral Knights,1357,0
200210,Realm of the Mad God,94,0
208090,Loadout,706,0
218230,PlanetSide 2,287,0
230410,Warframe,227,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,905,0
209870,Blacklight: Retribution,112,0
271290,HAWKEN,62,0
202090,Magicka: Wizard Wars,83,0
203160,Tomb Raider,85,0
214560,Mark of the Ninja,157,0
49520,Borderlands 2,7471,0
265930,Goat Simulator,64,0
273110,Counter-Strike Nexon: Zombies,0,0
290930,Half-Life 2: Update,0,0
237930,Transistor,95,0
304930,Unturned,640,0
312990,The Expendabros,9,0
730,Counter-Strike: Global Offensive,7777,0
7670,BioShock,159,0
8850,BioShock 2,137,0
8870,BioShock Infinite,643,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,19,0
219740,Don't Starve,120,0
370240,NBA 2K16,10838,2249
