item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,12,0
4000,Garry's Mod,15755,0
32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,202,0
8190,Just Cause 2,632,0
32500,STAR WARS™: The Force Unleashed™ II,114,0
4540,Titan Quest,70,0
475150,Titan Quest Anniversary Edition,368,327
105600,Terraria,5131,0
80000,APOX,1,0
104900,ORION: Prelude,213,0
730,Counter-Strike: Global Offensive,31232,133
204300,Awesomenauts,439,0
200170,Worms Revolution,115,0
205790,Dota 2 Test,0,0
65800,Dungeon Defenders,1374,0
99900,Spiral Knights,938,0
113400,APB Reloaded,2227,0
200210,Realm of the Mad God,1401,0
208090,Loadout,2314,0
218230,PlanetSide 2,0,0
236390,War Thunder,84,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,880,0
237310,Elsword,1588,0
248570,Toribash,22880,0
265630,Fistful of Frags,349,0
271290,HAWKEN,31,0
216150,MapleStory,508,0
113020,Monaco,124,0
215690,Zeno Clash 2,117,0
242760,The Forest,214,0
91310,Dead Island,1766,0
216250,Dead Island Riptide,15,0
9480,Saints Row 2,1715,0
40390,Risen 2 - Dark Waters,148,0
55230,Saints Row: The Third,2630,0
225640,Sacred 2 Gold,0,0
40300,Risen,145,0
43110,Metro 2033,10,0
207930,Sacred Citadel,18,0
218620,PAYDAY 2,1947,0
206420,Saints Row IV,1188,0
250340,Blockland,79,0
219640,Chivalry: Medieval Warfare,115,0
232210,Patch testing for Chivalry,1,0
252950,Rocket League,2446,0
233130,Shadow Warrior,1235,0
255520,Viscera Cleanup Detail: Shadow Warrior,96,20
257710,Max Gentlemen,15,0
265930,Goat Simulator,231,0
211820,Starbound,3086,0
367540,Starbound - Unstable,0,0
268750,Magicite,510,0
550,Left 4 Dead 2,1688,57
223530,Left 4 Dead 2 Beta,0,0
274190,Broforce,1421,0
291550,Brawlhalla,7939,322
293540,Guns and Robots,15,0
222900,Dead Island: Epidemic,132,0
238460,BattleBlock Theater,566,0
301520,Robocraft,735,0
302830,BLOCKADE 3D,55,0
303390,Dead Bits,0,0
304050,Trove,1339,0
304930,Unturned,9119,253
224600,Defiance,553,0
312990,The Expendabros,27,0
227940,Heroes & Generals,45,0
317360,Double Action: Boogaloo,70,0
233720,Surgeon Simulator,833,0
238590,Loadout Campaign Beta,5,0
333930,Dirty Bomb,80,0
335330,Brick-Force,10,0
219740,Don't Starve,848,0
322330,Don't Starve Together,3204,283
337320,Paint the Town Red,605,0
339610,FreeStyle2: Street Basketball,245,0
340050,Survivalist,411,0
301910,Saints Row: Gat out of Hell,808,798
346120,Boring Man - Online Tactical Stickman Combat,36,0
363970,Clicker Heroes,187,0
364690,SUPER DISTRO,13,0
385370,Radiator 2,0,0
386360,SMITE,834,0
391460,WARMODE,1,0
236110,Dungeon Defenders II,100,0
399670,Game Corp DX,420,0
280790,Creativerse,11,0
416690,Oh...Sir!,0,0
417860,Emily is Away,41,0
427270,Orcs Must Die! Unchained,178,0
