item_id,item_name,playtime_forever,playtime_2weeks
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,32,0
8930,Sid Meier's Civilization V,625,0
12210,Grand Theft Auto IV,528,0
12220,Grand Theft Auto: Episodes from Liberty City,475,0
50130,Mafia II,108,0
35450,Rising Storm/Red Orchestra 2 Multiplayer,55,0
236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,0,0
107100,Bastion,484,0
205790,Dota 2 Test,0,0
200260,Batman: Arkham City GOTY,264,0
105450,Age of Empires® III: Complete Collection,0,0
221380,Age of Empires II: HD Edition,301,0
214950,Total War: ROME II - Emperor Edition,240,0
63380,Sniper Elite V2,29,0
