item_id,item_name,playtime_forever,playtime_2weeks
105600,Terraria,657,0
42910,Magicka,2474,0
12210,Grand Theft Auto IV,8812,0
12220,Grand Theft Auto: Episodes from Liberty City,2,0
33910,Arma 2,348,0
33930,Arma 2: Operation Arrowhead,17,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0
55230,Saints Row: The Third,488,0
6060,STAR WARS™ Battlefront™ II,72,0
65800,Dungeon Defenders,1421,0
205790,Dota 2 Test,0,0
4000,Garry's Mod,17839,0
224580,Arma 2: DayZ Mod,0,0
224540,Ace of Spades,175,0
201790,Orcs Must Die! 2,286,0
24240,PAYDAY: The Heist,168,0
223470,POSTAL 2,44,0
230050,DLC Quest,42,0
57690,Tropico 4,139,0
222730,Reus,62,0
2400,The Ship,130,0
2420,The Ship Single Player,0,0
2430,The Ship Tutorial,0,0
8190,Just Cause 2,28,0
248650,Draw a Stickman: EPIC,10,0
252490,Rust,437,0
218620,PAYDAY 2,961,0
264140,Pixel Piracy,53,0
263440,The Stomping Land,63,0
270550,Yet Another Zombie Defense,52,0
221100,DayZ,133,0
304930,Unturned,168,0
39120,RIFT,10,0
208090,Loadout,43,0
212500,The Lord of the Rings Online™,164,0
239220,The Mighty Quest For Epic Loot,0,0
246280,Happy Wars,13,0
253710,theHunter,50,0
224600,Defiance,0,0
263540,Villagers and Heroes,3,0
273110,Counter-Strike Nexon: Zombies,36,0
218470,RaiderZ,59,0
248570,Toribash,86,0
339610,FreeStyle2: Street Basketball,5,0
730,Counter-Strike: Global Offensive,8515,0
380600,Fishing Planet,584,0
