item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,1165,0
550,Left 4 Dead 2,187,0
223530,Left 4 Dead 2 Beta,298,0
24780,SimCity 4 Deluxe,10,0
17410,Mirror's Edge,0,0
71420,London 2012: The Official Video Game of the Olympic Games,473,0
108800,Crysis 2 Maximum Edition,0,0
730,Counter-Strike: Global Offensive,88136,4133
226700,Infestation: Survivor Stories Classic,866,0
51100,Tactical Intervention,25,0
238960,Path of Exile,1,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,149,0
224260,No More Room in Hell,109,0
220160,Trials Evolution Gold Edition,69,0
233720,Surgeon Simulator,176,0
218620,PAYDAY 2,2257,0
47790,Medal of Honor(TM) Single Player,0,0
47830,Medal of Honor(TM) Multiplayer,0,0
252490,Rust,207,0
242050,Assassin's Creed IV Black Flag,34,0
238460,BattleBlock Theater,246,0
304930,Unturned,148,0
205790,Dota 2 Test,0,0
282350,NBA 2K15,28312,0
24240,PAYDAY: The Heist,0,0
289650,Assassin's Creed Unity,866,0
352400,LEGO® Jurassic World,73,0
