item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,12403,0
1250,Killing Floor,288,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
22380,Fallout: New Vegas,808,0
105600,Terraria,584,0
72850,The Elder Scrolls V: Skyrim,4528,0
730,Counter-Strike: Global Offensive,22043,0
42160,War of the Roses,2842,0
206980,War of the Roses Balance Beta,0,0
200170,Worms Revolution,228,0
205790,Dota 2 Test,0,0
219640,Chivalry: Medieval Warfare,10459,0
232210,Patch testing for Chivalry,0,0
226700,Infestation: Survivor Stories Classic,70,0
212500,The Lord of the Rings Online™,171,0
218230,PlanetSide 2,4588,0
230410,Warframe,5509,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,1087,0
206500,AirMech,44,0
224260,No More Room in Hell,104,0
242760,The Forest,485,0
248820,Risk of Rain,163,0
218620,PAYDAY 2,7542,0
252490,Rust,17034,0
107410,Arma 3,12866,61
241540,State of Decay,268,0
49520,Borderlands 2,1409,0
221100,DayZ,17265,0
222880,Insurgency,329,0
295110,H1Z1: Just Survive,1950,0
362300,H1Z1: Just Survive Test Server,0,0
433850,H1Z1: King of the Kill,14,0
439700,H1Z1: King of the Kill Test Server,0,0
304050,Trove,260,0
304930,Unturned,1175,0
224600,Defiance,0,0
227700,Firefall,257,0
227940,Heroes & Generals,36,0
326960,Killing Floor - Toy Master,0,0
333930,Dirty Bomb,1308,0
346110,ARK: Survival Evolved,1198,0
407530,ARK: Survival Of The Fittest,0,0
311210,Call of Duty: Black Ops III,4716,0
366844,Call of Duty: Black Ops III - Awakening DLC Pack,0,0
386360,SMITE,1070,0
359550,Tom Clancy's Rainbow Six Siege,1071,0
