item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,2034,0
4000,Garry's Mod,128811,0
1250,Killing Floor,2110,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
550,Left 4 Dead 2,3266,0
223530,Left 4 Dead 2 Beta,0,0
42700,Call of Duty: Black Ops,5150,0
42710,Call of Duty: Black Ops - Multiplayer,2375,0
12210,Grand Theft Auto IV,3421,0
12220,Grand Theft Auto: Episodes from Liberty City,0,0
40800,Super Meat Boy,205,0
105600,Terraria,3505,0
21100,F.E.A.R. 3,2271,0
730,Counter-Strike: Global Offensive,127832,613
223470,POSTAL 2,254,0
236390,War Thunder,2127,0
209870,Blacklight: Retribution,4006,0
223710,Cry of Fear,108,0
253710,theHunter,118,0
242760,The Forest,1187,1
218620,PAYDAY 2,15743,0
252490,Rust,34767,435
252950,Rocket League,2833,868
107410,Arma 3,12623,3436
221100,DayZ,13748,0
247730,Nether,255,0
271590,Grand Theft Auto V,2124,0
273110,Counter-Strike Nexon: Zombies,0,0
222880,Insurgency,656,0
295110,H1Z1: Just Survive,1487,0
362300,H1Z1: Just Survive Test Server,0,0
433850,H1Z1: King of the Kill,0,0
439700,H1Z1: King of the Kill Test Server,0,0
301520,Robocraft,236,0
302830,BLOCKADE 3D,0,0
304930,Unturned,247,0
291480,Warface,0,0
227940,Heroes & Generals,740,0
239140,Dying Light,5210,0
204300,Awesomenauts,0,0
333930,Dirty Bomb,0,0
42910,Magicka,0,0
202090,Magicka: Wizard Wars,0,0
91200,Anomaly Warzone Earth,0,0
209540,Strike Suit Zero,0,0
43160,Metro: Last Light,1100,0
343630,CroNix,0,0
346330,BrainBread 2,87,0
351290,Survival: Postapocalypse Now,1245,0
355840,Survarium,0,0
280790,Creativerse,68,0
485380,Welcome to the Game,281,0
273350,Evolve Stage 2,0,0
