item_id,item_name,playtime_forever,playtime_2weeks
10,Counter-Strike,26,0
80,Counter-Strike: Condition Zero,133,0
100,Counter-Strike: Condition Zero Deleted Scenes,36,0
4000,Garry's Mod,17888,0
6860,Hitman: Blood Money,219,0
16720,Velvet Assassin,0,0
8190,Just Cause 2,0,0
45740,Dead Rising 2,544,0
31280,Poker Night at the Inventory,155,0
70000,Dino D-Day,52,0
63200,Monday Night Combat,154,0
24240,PAYDAY: The Heist,413,0
205790,Dota 2 Test,0,0
209270,Hero Academy,370,0
220860,McPixel,217,0
17080,Tribes: Ascend,222,0
38830,CrimeCraft GangWars,3,0
51100,Tactical Intervention,0,0
99900,Spiral Knights,2946,0
104700,Super Monday Night Combat,319,0
107900,War Inc. Battlezone,242,0
113400,APB Reloaded,945,0
113420,Fallen Earth,0,0
203290,America's Army: Proving Grounds,0,0
206210,Gotham City Impostors: Free To Play,687,0
208090,Loadout,634,0
212500,The Lord of the Rings Online™,0,0
218230,PlanetSide 2,0,0
230410,Warframe,0,0
236390,War Thunder,0,0
263500,Dragons and Titans,1769,0
272350,Tom Clancy's Ghost Recon Phantoms - EU,282,0
39000,Moonbase Alpha,104,0
39120,RIFT,472,0
209870,Blacklight: Retribution,292,0
250420,8BitMMO,207,0
262410,World of Guns: Gun Disassembly,115,0
265630,Fistful of Frags,50,0
271290,HAWKEN,58,0
224260,No More Room in Hell,0,0
226320,Marvel Heroes 2016,89,0
246280,Happy Wars,279,0
253710,theHunter,633,0
217920,Alien Rage - Unlimited,19,0
222730,Reus,93,0
207140,SpeedRunners,105,0
368730,No Time To Explain Remastered,53,0
252490,Rust,924,0
253430,CastleMiner Z,84,0
253980,Enclave,13,0
241540,State of Decay,538,0
249870,Scribblenauts Unmasked,271,0
247730,Nether,132,0
225840,Sven Co-op,0,0
296470,Mount Your Friends,333,0
245490,Trials Fusion,76,0
298240,Red Crucible: Firestorm,0,0
301520,Robocraft,54,0
304030,ArcheAge,0,0
304050,Trove,414,0
304930,Unturned,4229,0
224600,Defiance,1761,0
307290,Velvet Sundown,92,0
291480,Warface,317,317
227940,Heroes & Generals,0,0
317360,Double Action: Boogaloo,0,0
227180,Kingdom Wars,0,0
730,Counter-Strike: Global Offensive,4231,0
338180,Batla,7,0
340810,Deepworld,25,0
316390,sZone-Online,0,0
346330,BrainBread 2,0,0
349700,Aftermath,412,0
355180,Codename CURE,0,0
355840,Survarium,37,0
363970,Clicker Heroes,131,0
365300,Transmissions: Element 120,0,0
380840,Teeworlds,39,0
386360,SMITE,189,63
291550,Brawlhalla,0,0
391460,WARMODE,539,0
391780,Uebergame,2,0
236110,Dungeon Defenders II,108,0
417860,Emily is Away,0,0
434570,Blood and Bacon,45,45
449040,Jesus Christ RPG Trilogy,0,0
454540,LuckCatchers,0,0
461560,Mandagon,5,0
464780,ChuSingura46+1 S,0,0
48000,LIMBO,251,0
496920,Moirai,30,0
273350,Evolve Stage 2,0,0
319630,Life Is Strange™,41,0
