item_id,item_name,playtime_forever,playtime_2weeks
220,Half-Life 2,523,281
340,Half-Life 2: Lost Coast,103,50
320,Half-Life 2: Deathmatch,1,0
360,Half-Life Deathmatch: Source,6,1
380,Half-Life 2: Episode One,88,39
4000,Garry's Mod,5300,423
51100,Tactical Intervention,47,0
99900,Spiral Knights,1,0
236390,War Thunder,28,0
243870,Tom Clancy's Ghost Recon Phantoms - NA,894,0
214420,Gear Up,25,0
265630,Fistful of Frags,41,0
224260,No More Room in Hell,1,1
226320,Marvel Heroes 2016,0,0
298240,Red Crucible: Firestorm,142,0
301520,Robocraft,0,0
304930,Unturned,13517,323
291480,Warface,1,0
313240,Wilson Chronicles - Beta,97,28
227940,Heroes & Generals,226,0
730,Counter-Strike: Global Offensive,1288,531
342480,Gunscape,1,0
360760,Run and Fire,0,0
365300,Transmissions: Element 120,15,0
373720,Ryzom,451,0
395520,Missing Translation,2,0
299360,Block N Load,0,0
407120,Soccer Manager 2016,5,0
407530,ARK: Survival Of The Fittest,78,0
414730,Epic Clicker Journey,12,0
433350,BlackShot: Mercenary Warfare FPS,1,0
427920,FNaF World,35,0
473770,BallisticNG,0,0
