item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,963,0
220,Half-Life 2,0,0
340,Half-Life 2: Lost Coast,0,0
1250,Killing Floor,4477,0
35420,Killing Floor Mod: Defence Alliance 2,1,0
22370,Fallout 3 - Game of the Year Edition,802,0
42500,DogFighter,0,0
8980,Borderlands,1213,0
21100,F.E.A.R. 3,0,0
42910,Magicka,1670,0
105600,Terraria,6165,0
21090,F.E.A.R.,53,0
21110,F.E.A.R.: Extraction Point,0,0
21120,F.E.A.R.: Perseus Mandate,0,0
16450,F.E.A.R. 2: Project Origin,0,0
19680,Alice: Madness Returns,180,0
24240,PAYDAY: The Heist,242,0
65300,Dustforce,0,0
22380,Fallout: New Vegas,35,0
207750,Symphony,38,35
204360,Castle Crashers,227,0
214360,Tower Wars,243,0
234740,Tower Wars Editor,0,0
218740,Pid ,0,0
48240,Anno 2070,4,0
200210,Realm of the Mad God,31,0
230410,Warframe,12,0
238960,Path of Exile,39,0
107400,Arma 2: Free,0,0
223710,Cry of Fear,124,0
224260,No More Room in Hell,80,0
246280,Happy Wars,0,0
238210,System Shock 2,0,0
247020,"Cook, Serve, Delicious!",0,0
244590,Epigenesis,0,0
248820,Risk of Rain,248,0
218620,PAYDAY 2,219,0
250320,The Wolf Among Us,737,0
253940,Septerra Core,0,0
253980,Enclave,0,0
223220,Giana Sisters: Twisted Dreams,0,0
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,0,0
235800,Audiosurf 2,237,21
238430,Contagion,0,0
261760,Lichdom: Battlemage,0,0
269050,Year Walk,0,0
8930,Sid Meier's Civilization V,438,0
550,Left 4 Dead 2,6191,0
223530,Left 4 Dead 2 Beta,0,0
272060,Serena,0,0
225840,Sven Co-op,0,0
239160,Thief,0,0
278460,Skyborn,0,0
285840,Enemy Mind,0,0
290930,Half-Life 2: Update,0,0
293260,Card Hunter,0,0
298260,Only If,5,0
238460,BattleBlock Theater,301,0
292120,FINAL FANTASY XIII,121,0
304930,Unturned,105,0
250400,How to Survive,87,0
287450,Rise of Nations: Extended Edition,143,0
310370,The Way of Life Free Edition,0,0
312990,The Expendabros,2,0
314970,Age of Conquest IV,19,0
317360,Double Action: Boogaloo,0,0
205790,Dota 2 Test,0,0
6910,Deus Ex: Game of the Year Edition,17,0
6920,Deus Ex: Invisible War,0,0
238010,Deus Ex: Human Revolution - Director's Cut,0,0
258180,Deus Ex: The Fall,0,0
322920,theHunter: Primal,0,0
323900,MoW: Face Off M,0,0
277430,Halo: Spartan Assault,13,0
324570,Halo: Spartan Strike,0,0
326960,Killing Floor - Toy Master,0,0
329380,Stealth Inc 2,0,0
330830,Tales from the Borderlands,695,0
289690,Lara Croft and the Temple of Osiris,0,0
730,Counter-Strike: Global Offensive,154,0
333930,Dirty Bomb,0,0
335240,Transformice,0,0
335430,Grimoire: Manastorm,5,0
250900,The Binding of Isaac: Rebirth,802,0
319630,Life Is Strange™,2780,0
346900,AdVenture Capitalist,0,0
351570,Killing Floor: Uncovered,1,0
352900,Giana Sisters: Dream Runners,0,0
7670,BioShock,84,0
8850,BioShock 2,0,0
8870,BioShock Infinite,1237,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
356670,Spooky's Jump Scare Mansion,0,0
359870,FINAL FANTASY X/X-2 HD Remaster,3971,0
299360,Block N Load,190,0
368370,Her Story,347,0
219740,Don't Starve,32,31
322330,Don't Starve Together,273,20
291550,Brawlhalla,167,0
387860,the static speaks my name,0,0
391540,Undertale,1318,0
395170,DISTRAINT,0,0
395520,Missing Translation,0,0
236110,Dungeon Defenders II,23,0
424830,Bell Ringer,0,0
440430,Life Is Strange™ - Directors' Commentary - 1.Two directors,0,0
440431,Life Is Strange™ - Directors' Commentary - 2. Let's play Life is Strange,0,0
440432,Life Is Strange™ - Directors' Commentary - 3. Intentions,0,0
440433,Life Is Strange™ - Directors' Commentary - 4. A matter of choice,0,0
440434,Life Is Strange™ - Directors' Commentary - 5. A lively world,0,0
440435,Life Is Strange™ - Directors' Commentary - 6. Capturing the moment,0,0
440436,Life Is Strange™ - Directors' Commentary - 7. Social issues,0,0
440437,Life Is Strange™ - Directors' Commentary - 8. Getting things right,0,0
440438,Life Is Strange™ - Directors' Commentary - 9. Voices of Arcadia Bay,0,0
444090,Paladins,0,0
452780,RuneScape: Idle Adventures,1549,1549
205890,Chronicle: RuneScape Legends,263,0
