item_id,item_name,playtime_forever,playtime_2weeks
10,Counter-Strike,0,0
20,Team Fortress Classic,0,0
30,Day of Defeat,0,0
40,Deathmatch Classic,0,0
50,Half-Life: Opposing Force,0,0
60,Ricochet,0,0
70,Half-Life,0,0
130,Half-Life: Blue Shift,0,0
240,Counter-Strike: Source,2575,0
4000,Garry's Mod,2456,58
220,Half-Life 2,1,0
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,0,0
360,Half-Life Deathmatch: Source,0,0
380,Half-Life 2: Episode One,0,0
400,Portal,239,0
420,Half-Life 2: Episode Two,0,0
18400,Crazy Machines 2,60,0
22000,World of Goo,53,0
17470,Dead Space,0,0
24740,Burnout Paradise: The Ultimate Box,80,0
6060,STAR WARS™ Battlefront™ II,11721,0
12800,FUEL,2690,0
24860,Battlefield 2,121,0
550,Left 4 Dead 2,84,0
223530,Left 4 Dead 2 Beta,0,0
8850,BioShock 2,0,0
409720,BioShock 2 Remastered,0,0
8190,Just Cause 2,150,0
35140,Batman: Arkham Asylum GOTY Edition,0,0
33910,Arma 2,3,0
33930,Arma 2: Operation Arrowhead,1208,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0
24780,SimCity 4 Deluxe,66,0
17410,Mirror's Edge,329,0
39800,Nation Red,0,0
32500,STAR WARS™: The Force Unleashed™ II,1845,0
12210,Grand Theft Auto IV,173,0
12220,Grand Theft Auto: Episodes from Liberty City,337,0
40800,Super Meat Boy,125,0
47870,Need for Speed: Hot Pursuit,393,0
9930,Test Drive Unlimited 2,375,0
48190,Assassin's Creed Brotherhood,566,0
42910,Magicka,788,0
620,Portal 2,1398,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,35,0
105600,Terraria,815,0
98200,Frozen Synapse,0,0
48000,LIMBO,288,0
107100,Bastion,421,0
28050,Deus Ex: Human Revolution,71,0
55230,Saints Row: The Third,672,0
72850,The Elder Scrolls V: Skyrim,5134,0
42990,Sword of the Stars II: Enhanced Edition,0,0
22350,BRINK,32,0
35720,Trine 2,269,0
67000,The Polynomial,10,0
22380,Fallout: New Vegas,115,0
110800,L.A. Noire,0,0
205790,Dota 2 Test,0,0
204060,Superbrothers: Sword & Sworcery EP,57,0
207610,The Walking Dead,0,0
108800,Crysis 2 Maximum Edition,0,0
211420,Dark Souls: Prepare to Die Edition,0,0
209080,Guns of Icarus Online,0,0
730,Counter-Strike: Global Offensive,190,0
215280,The Secret World,6,0
204300,Awesomenauts,18,0
212680,FTL: Faster Than Light,1,0
200710,Torchlight II,1378,0
212580,The Amazing Spider-Man,2056,0
219150,Hotline Miami,73,0
205100,Dishonored,0,0
214560,Mark of the Ninja,118,0
223470,POSTAL 2,36,0
220240,Far Cry® 3,0,0
45740,Dead Rising 2,0,0
45770,Dead Rising 2: Off the Record,123,0
223390,Forge,274,0
223850,3DMark,55,0
206210,Gotham City Impostors: Free To Play,7,0
214420,Gear Up,467,0
248570,Toribash,164,0
271290,HAWKEN,136,0
232910,TrackMania² Stadium,141,0
203160,Tomb Raider,268,0
8870,BioShock Infinite,247,0
113020,Monaco,30,0
234650,Shadowrun Returns,0,0
220200,Kerbal Space Program,51,0
206190,Gunpoint,260,0
224060,Deadpool,201,0
248820,Risk of Rain,0,0
218620,PAYDAY 2,18,0
206420,Saints Row IV,84,0
47790,Medal of Honor(TM) Single Player,0,0
47830,Medal of Honor(TM) Multiplayer,0,0
239820,Game Dev Tycoon,330,0
207140,SpeedRunners,769,0
251130,Chroma Squad,43,0
252490,Rust,153,0
221910,The Stanley Parable,216,0
261180,Lethal League,5,0
263060,Blockstorm,820,0
263760,Turbo Dismount,26,0
108600,Project Zomboid,109,0
265930,Goat Simulator,1205,0
211820,Starbound,1997,0
367540,Starbound - Unstable,0,0
269210,Hero Siege,2,0
239220,The Mighty Quest For Epic Loot,0,0
228380,Next Car Game: Wreckfest,79,0
272860,Next Car Game Throw-A-Santa + Sneak Peek 2.0,247,0
224480,Octodad: Dadliest Catch,235,0
274190,Broforce,84,0
275200,Westerado: Double Barreled,28,0
48700,Mount & Blade: Warband,0,0
285900,Gang Beasts,11888,0
287260,Toybox Turbos,31,0
250560,Fight The Dragon,3,0
293780,Crawl,2187,0
296470,Mount Your Friends,60,0
299740,Miscreated,0,0
300380,Road Redemption,65,0
301520,Robocraft,427,0
304050,Trove,39,0
312530,Duck Game,2984,0
233720,Surgeon Simulator,362,0
320040,Moon Hunters,25,0
233610,Distance,285,0
323370,TERA,63,0
323580,Jotun,33,0
301970,Screencheat,22,0
327890,I am Bread,128,0
331670,The Jackbox Party Pack,61,0
334560,Square Heroes,8,0
335330,Brick-Force,263,0
346110,ARK: Survival Evolved,1851,0
407530,ARK: Survival Of The Fittest,0,0
329430,State of Decay: Year-One,810,0
255710,Cities: Skylines,432,0
356570,Party Hard,26,0
359320,Elite Dangerous,1240,0
361990,Lakeview Cabin Collection,113,0
362310,Dungeon League,19,0
362810,Fighties,16,0
365590,Tom Clancy's The Division,6853,0
274270,NOT A HERO,225,0
365720,Skyrim Script Extender (SKSE),0,0
382490,Relic Hunters Zero,26,0
236690,Blood Bowl 2,50,0
397460,The Jackbox Party Pack 2,23,0
413150,Stardew Valley,3417,0
225540,Just Cause 3,3434,0
427730,Who's Your Daddy,124,0
437220,The Culling,153,0
443450,LASTFIGHT,45,0
448510,Overcooked,30,0
477160,Human: Fall Flat,95,0
