item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,61,0
4000,Garry's Mod,73472,0
21000,LEGO Batman: The Videogame,0,0
550,Left 4 Dead 2,5346,0
223530,Left 4 Dead 2 Beta,0,0
22370,Fallout 3 - Game of the Year Edition,424,0
12220,Grand Theft Auto: Episodes from Liberty City,15,0
33910,Arma 2,94,0
33930,Arma 2: Operation Arrowhead,5,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),1,0
42700,Call of Duty: Black Ops,1099,0
42710,Call of Duty: Black Ops - Multiplayer,1542,0
31280,Poker Night at the Inventory,152,0
620,Portal 2,1483,0
105600,Terraria,9678,45
72850,The Elder Scrolls V: Skyrim,9014,0
223470,POSTAL 2,197,0
220240,Far Cry® 3,999,0
224540,Ace of Spades,1039,0
236390,War Thunder,23288,0
224580,Arma 2: DayZ Mod,21,0
203160,Tomb Raider,764,0
65790,Arma: Cold War Assault,0,0
234710,Poker Night 2,29,0
242760,The Forest,1652,0
244850,Space Engineers,677,0
218620,PAYDAY 2,2936,0
206420,Saints Row IV,855,0
252490,Rust,3312,0
263280,Spintires,1275,0
367690,Spintires Editor,0,0
221100,DayZ,4283,0
271590,Grand Theft Auto V,28069,2258
222880,Insurgency,383,0
274920,FaceRig,93,0
227940,Heroes & Generals,4338,0
239140,Dying Light,3955,3
730,Counter-Strike: Global Offensive,35502,1
333930,Dirty Bomb,17,0
339800,HuniePop,2472,0
107410,Arma 3,4201,333
377160,Fallout 4,4409,0
426000,HunieCam Studio,93,0
359550,Tom Clancy's Rainbow Six Siege,856,0
