item_id,item_name,playtime_forever,playtime_2weeks
300,Day of Defeat: Source,553,0
4000,Garry's Mod,16110,133
6860,Hitman: Blood Money,1694,0
2600,Vampire: The Masquerade - Bloodlines,726,0
6060,STAR WARS™ Battlefront™ II,1939,0
32440,LEGO® Star Wars™: The Complete Saga,1427,0
550,Left 4 Dead 2,619,0
223530,Left 4 Dead 2 Beta,0,0
48700,Mount & Blade: Warband,60908,0
105600,Terraria,2860,0
91310,Dead Island,266,0
730,Counter-Strike: Global Offensive,4158,0
219150,Hotline Miami,571,0
205790,Dota 2 Test,0,0
223470,POSTAL 2,2227,0
224540,Ace of Spades,303,0
212500,The Lord of the Rings Online™,0,0
265630,Fistful of Frags,1622,0
31280,Poker Night at the Inventory,433,0
72850,The Elder Scrolls V: Skyrim,119,0
265930,Goat Simulator,335,0
25000,Overgrowth,338,0
234190,Receiver,0,0
317360,Double Action: Boogaloo,285,0
17570,"Pirates, Vikings, & Knights II",10029,0
349480,Modular Combat,13,0
386360,SMITE,38345,1035
291550,Brawlhalla,3642,2
417890,Apotheon Arena,17,0
444090,Paladins,0,0
496920,Moirai,9,0
