item_id,item_name,playtime_forever,playtime_2weeks
10,Counter-Strike,0,0
20,Team Fortress Classic,69,0
30,Day of Defeat,0,0
40,Deathmatch Classic,0,0
50,Half-Life: Opposing Force,428,0
60,Ricochet,0,0
70,Half-Life,333,0
130,Half-Life: Blue Shift,148,0
220,Half-Life 2,1002,0
240,Counter-Strike: Source,246,0
280,Half-Life: Source,0,0
320,Half-Life 2: Deathmatch,179,0
340,Half-Life 2: Lost Coast,0,0
360,Half-Life Deathmatch: Source,53,0
3920,Sid Meier's Pirates!,0,0
4000,Garry's Mod,5605,0
6100,Eets,0,0
6860,Hitman: Blood Money,227,0
6420,Nexus: The Jupiter Incident,24,0
7670,BioShock,0,0
409710,BioShock Remastered,0,0
4760,Rome: Total War,0,0
380,Half-Life 2: Episode One,419,0
400,Portal,72,0
420,Half-Life 2: Episode Two,107,0
10000,Enemy Territory: Quake Wars,0,0
12100,Grand Theft Auto III,0,0
12110,Grand Theft Auto: Vice City,9,0
12120,Grand Theft Auto: San Andreas,70,0
12170,Grand Theft Auto,0,0
12180,Grand Theft Auto 2,0,0
12230,Grand Theft Auto III,0,0
12240,Grand Theft Auto: Vice City,0,0
12250,Grand Theft Auto: San Andreas,0,0
15120,Tom Clancy's Rainbow Six: Vegas 2,190,0
18400,Crazy Machines 2,112,0
500,Left 4 Dead,408,0
18500,Defense Grid: The Awakening,3273,0
17460,Mass Effect,662,0
9480,Saints Row 2,2519,0
17480,Command and Conquer: Red Alert 3,0,0
17470,Dead Space,439,0
24140,Pirates of the Burning Sea,0,0
24740,Burnout Paradise: The Ultimate Box,0,0
26800,Braid,51,0
22200,Zeno Clash,0,0
29500,City of Heroes: Architect Edition,89,0
7850,Cryostasis,53,0
33910,Arma 2,1104,0
22320,The Elder Scrolls III: Morrowind,0,0
22340,Call of Cthulhu: Dark Corners of the Earth,95,0
9870,Ghostbusters: The Video Game,0,0
3720,Evil Genius,0,0
1250,Killing Floor,0,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
35700,Trine,114,0
10140,3D Ultra Minigolf Adventures Deluxe,0,0
37400,"Time Gentlemen, Please!",0,0
37420,"Ben There, Dan That!",175,0
11390,Crash Time II,0,0
9880,Champions Online,3579,0
39800,Nation Red,0,0
32370,STAR WARS™: Knights of the Old Republic™,0,0
24800,Command and Conquer: Red Alert 3 - Uprising,0,0
10170,Wolfenstein,162,0
41500,Torchlight,168,0
10180,Call of Duty: Modern Warfare 2,0,0
10190,Call of Duty: Modern Warfare 2 - Multiplayer,860,0
3130,Men of War: Red Tide,0,0
7830,Men of War,0,0
4320,Star Trek: D-A-C,18,0
24790,Command and Conquer 3: Tiberium Wars,0,0
24810,Command and Conquer 3: Kane's Wrath,0,0
11450,Overlord,0,0
12710,Overlord: Raising Hell,0,0
12810,Overlord II,0,0
550,Left 4 Dead 2,739,0
223530,Left 4 Dead 2 Beta,0,0
11170,Blood Bowl: Dark Elves Edition,0,0
40720,Samorost 2,155,0
31170,Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,605,0
31180,Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay ,433,0
31190,Tales of Monkey Island: Chapter 3 - Lair of the Leviathan ,146,0
31200,Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood ,0,0
31210,Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,0,0
24980,Mass Effect 2,0,0
8850,BioShock 2,0,0
409720,BioShock 2 Remastered,0,0
20820,Shatter,20,0
47700,Command and Conquer 4: Tiberian Twilight,0,0
24960,Battlefield: Bad Company 2,20,0
8190,Just Cause 2,1,0
35140,Batman: Arkham Asylum GOTY Edition,56,0
18700,And Yet It Moves,0,0
22000,World of Goo,0,0
29180,Osmos,0,0
40700,Machinarium,894,0
44200,Galcon Fusion,0,0
42640,Blur,0,0
48950,Greed Corp,0,0
13600,Prince of Persia: The Sands of Time,0,0
33320,Prince of Persia: The Forgotten Sands,0,0
41000,Serious Sam HD: The First Encounter,0,0
46370,Rig 'n' Roll,666,0
33930,Arma 2: Operation Arrowhead,5437,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),1,0
24780,SimCity 4 Deluxe,8193,0
17410,Mirror's Edge,0,0
22600,Worms Reloaded,22,0
8930,Sid Meier's Civilization V,0,0
57300,Amnesia: The Dark Descent,0,0
40300,Risen,0,0
70100,Hacker Evolution,0,0
63800,Delve Deeper,515,0
9960,Haunted House,0,0
65500,Aura: Fate of the Ages,12,0
8970,Axel & Pixel,235,0
8980,Borderlands,836,0
22380,Fallout: New Vegas,60,0
42700,Call of Duty: Black Ops,14,0
42710,Call of Duty: Black Ops - Multiplayer,303,0
12210,Grand Theft Auto IV,0,0
12220,Grand Theft Auto: Episodes from Liberty City,0,0
47810,Dragon Age: Origins - Ultimate Edition,39,0
31280,Poker Night at the Inventory,190,0
40800,Super Meat Boy,0,0
31700,Iron Grip: Warlord,0,0
41210,Eufloria,0,0
57800,Doc Clock: The Toasted Sandwich of Time,0,0
70300,VVVVVV,0,0
221180,Eufloria HD,0,0
41300,Altitude,2,0
41800,Gratuitous Space Battles,0,0
42500,DogFighter,0,0
49900,Plain Sight,0,0
55000,Flotilla,0,0
63200,Monday Night Combat,56,0
9500,Gish,0,0
20710,Mr. Robot,48,0
58200,Jolly Rover,0,0
35600,Big Brain Wolf,0,0
37600,Windosill,0,0
61600,Zen Bound® 2,0,0
70500,Diamond Dan,0,0
80300,Puzzle Bots,0,0
9010,Return to Castle Wolfenstein,0,0
31290,Back to the Future: Ep 1 - It's About Time,0,0
94500,Back to the Future: Ep 2 - Get Tannen!,0,0
94510,Back to the Future: Ep 3 - Citizen Brown,0,0
94520,Back to the Future: Ep 4 - Double Visions,0,0
94530,Back to the Future: Ep 5 - OUTATIME,0,0
2760,Neverwinter Nights 2: Platinum,23,0
18000,"On the Rain-Slick Precipice of Darkness, Episode One",207,0
18020,"On the Rain-Slick Precipice of Darkness, Episode Two",0,0
65080,Kaptain Brawe,325,0
47570,Mishap 2: An Intentional Haunting,7,0
9930,Test Drive Unlimited 2,365,0
99810,Bulletstorm,0,0
92800,SpaceChem,0,0
22610,Alien Breed: Impact,27,0
22650,Alien Breed 2: Assault,0,0
22670,Alien Breed 3: Descent,0,0
58560,Runaway: A Twist of Fate,0,0
620,Portal 2,134,0
97100,Section 8: Prejudice,0,0
96000,The Tiny Bang Story,313,0
92000,Hydrophobia: Prophecy,0,0
55110,Red Faction: Armageddon,64,0
9970,Star Raiders ,0,0
99100,Dungeons & Dragons: Daggerdale,0,0
98500,Naval Warfare,37,0
31270,Puzzle Agent,0,0
7600,Sid Meier's Railroads!,3,0
24670,Trainz Simulator 12,0,0
35480,Dwarfs!?,0,0
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,23,0
4540,Titan Quest,39,0
4550,Titan Quest: Immortal Throne,0,0
4560,Company of Heroes,0,0
9340,Company of Heroes: Opposing Fronts,0,0
