item_id,item_name,playtime_forever,playtime_2weeks
220,Half-Life 2,637,160
340,Half-Life 2: Lost Coast,0,0
240,Counter-Strike: Source,1376,138
6910,Deus Ex: Game of the Year Edition,71,0
6510,Lost Planet: Extreme Condition,22,0
7670,BioShock,134,0
409710,BioShock Remastered,0,0
20510,S.T.A.L.K.E.R.: Clear Sky,208,0
22330,The Elder Scrolls IV: Oblivion ,3126,16
6060,STAR WARS™ Battlefront™ II,305,0
6000,STAR WARS™ Republic Commando,387,9
32370,STAR WARS™: Knights of the Old Republic™,2786,0
550,Left 4 Dead 2,1062,34
223530,Left 4 Dead 2 Beta,0,0
13560,Tom Clancy's Splinter Cell,15,0
13570,Tom Clancy's Splinter Cell: Chaos Theory,548,0
13580,Tom Clancy's Splinter Cell: Double Agent,0,0
33220,Tom Clancy's Splinter Cell: Conviction,61,0
21090,F.E.A.R.,782,0
21110,F.E.A.R.: Extraction Point,446,0
21120,F.E.A.R.: Perseus Mandate,0,0
8930,Sid Meier's Civilization V,6834,990
47870,Need for Speed: Hot Pursuit,10,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,469,0
9200,RAGE,27,0
24240,PAYDAY: The Heist,246,236
22380,Fallout: New Vegas,7149,53
50300,Spec Ops: The Line,500,0
17300,Crysis,42,0
17330,Crysis Warhead,0,0
17340,Crysis Wars,0,0
108800,Crysis 2 Maximum Edition,131,0
208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,3532,0
219150,Hotline Miami,253,25
219640,Chivalry: Medieval Warfare,414,0
232210,Patch testing for Chivalry,2,0
223470,POSTAL 2,13,0
202970,Call of Duty: Black Ops II,689,0
202990,Call of Duty: Black Ops II - Multiplayer,1803,0
212910,Call of Duty: Black Ops II - Zombies,0,0
17460,Mass Effect,2439,5
24980,Mass Effect 2,1515,0
218230,PlanetSide 2,664,0
230410,Warframe,0,0
236390,War Thunder,35,0
209870,Blacklight: Retribution,762,0
223710,Cry of Fear,632,0
224580,Arma 2: DayZ Mod,2,0
203160,Tomb Raider,540,0
8870,BioShock Infinite,0,0
72850,The Elder Scrolls V: Skyrim,11852,106
218620,PAYDAY 2,714,0
206420,Saints Row IV,15,0
236850,Europa Universalis IV,127,0
235600,Tom Clancy's Splinter Cell Blacklist,5,0
252950,Rocket League,1341,0
205100,Dishonored,1016,0
22120,Penumbra: Black Plague,1,0
22140,Penumbra: Requiem,0,0
22180,Penumbra: Overture,0,0
49520,Borderlands 2,5309,0
94400,Nidhogg,46,0
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,553,15
261640,Borderlands: The Pre-Sequel,1424,0
22320,The Elder Scrolls III: Morrowind,5313,0
222880,Insurgency,2628,0
201810,Wolfenstein: The New Order,962,0
295110,H1Z1: Just Survive,1549,0
362300,H1Z1: Just Survive Test Server,0,0
433850,H1Z1: King of the Kill,354,0
439700,H1Z1: King of the Kill Test Server,0,0
222900,Dead Island: Epidemic,0,0
304930,Unturned,2,0
38400,Fallout,931,0
38410,Fallout 2,2698,0
38420,Fallout Tactics,0,0
63380,Sniper Elite V2,114,0
241930,Middle-earth: Shadow of Mordor,1264,0
48700,Mount & Blade: Warband,3310,663
214490,Alien: Isolation,893,0
238320,Outlast,62,0
730,Counter-Strike: Global Offensive,32134,0
282070,This War of Mine,1368,0
335300,DARK SOULS™ II: Scholar of the First Sin,5416,0
35450,Rising Storm/Red Orchestra 2 Multiplayer,7230,0
8850,BioShock 2,0,0
409720,BioShock 2 Remastered,0,0
306130,The Elder Scrolls Online: Tamriel Unlimited,8666,0
292030,The Witcher 3: Wild Hunt,938,0
377160,Fallout 4,3104,0
244450,Men of War: Assault Squad 2,34,0
57300,Amnesia: The Dark Descent,3,0
397550,Deus Ex: Revision,258,247
496920,Moirai,5,0
