item_id,item_name,playtime_forever,playtime_2weeks
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,0,0
7670,BioShock,51,0
409710,BioShock Remastered,0,0
7940,Call of Duty 4: Modern Warfare,1622,0
12160,Midnight Club II,0,0
12900,Audiosurf,16,0
8500,EVE Online,4183,0
19200,Tank Universal,22,0
12360,FlatOut: Ultimate Carnage,130,0
17300,Crysis,14,0
2820,X3: Terran Conflict,225,0
22000,World of Goo,197,0
500,Left 4 Dead,80,0
4540,Titan Quest,2,0
4550,Titan Quest: Immortal Throne,168,0
475150,Titan Quest Anniversary Edition,0,0
18500,Defense Grid: The Awakening,992,0
17470,Dead Space,42,0
4560,Company of Heroes,1,0
9340,Company of Heroes: Opposing Fronts,4,0
20540,Company of Heroes: Tales of Valor,16,0
228200,Company of Heroes (New Steam Version),0,0
1250,Killing Floor,15,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
3590,Plants vs. Zombies: Game of the Year,244,0
3900,Sid Meier's Civilization IV,38,0
3990,Sid Meier's Civilization IV: Warlords,0,0
8800,Sid Meier's Civilization IV: Beyond the Sword,0,0
16810,Sid Meier's Civilization IV: Colonization,0,0
34440,Sid Meier's Civilization IV,0,0
34450,Sid Meier's Civilization IV: Warlords,0,0
34460,Sid Meier's Civilization IV: Beyond the Sword,0,0
29640,Aion,1,0
20500,Red Faction: Guerrilla Steam Edition,12,0
8980,Borderlands,70,0
10180,Call of Duty: Modern Warfare 2,308,0
10190,Call of Duty: Modern Warfare 2 - Multiplayer,3960,0
41500,Torchlight,1205,0
17450,Dragon Age: Origins,3774,0
18110,Shattered Horizon,5,0
11450,Overlord,0,0
12710,Overlord: Raising Hell,0,0
12810,Overlord II,74,0
550,Left 4 Dead 2,64,0
223530,Left 4 Dead 2 Beta,0,0
24400,King Arthur - The Role-playing Wargame,35,0
17020,Global Agenda,43,0
22370,Fallout 3 - Game of the Year Edition,213,0
9900,Star Trek Online,2225,0
45300,Wings of Prey,2350,0
24960,Battlefield: Bad Company 2,3118,0
24980,Mass Effect 2,1611,0
40100,Supreme Commander 2,14,0
48110,Silent Hunter 5: Battle of the Atlantic,298,0
15620,"Warhammer® 40,000™: Dawn of War® II",4,0
20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",133,0
11440,DiRT,0,0
11500,ToCA Race Driver 3,0,0
12750,GRID,0,0
12800,FUEL,158,0
12840,DiRT 2,309,0
35140,Batman: Arkham Asylum GOTY Edition,742,0
49900,Plain Sight,11,0
400,Portal,326,0
22610,Alien Breed: Impact,90,0
49400,Magic: The Gathering - Duels of the Planeswalkers,315,0
33910,Arma 2,25,0
33930,Arma 2: Operation Arrowhead,1172,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0
31270,Puzzle Agent,72,0
61000,DCS: Black Shark,9,0
41800,Gratuitous Space Battles,35,0
1200,Red Orchestra: Ostfront 41-45,4,0
1230,Mare Nostrum,0,0
1280,Darkest Hour: Europe '44-'45,10,0
21970,R.U.S.E,118,0
57300,Amnesia: The Dark Descent,5,0
8930,Sid Meier's Civilization V,255,0
50620,Darksiders,201,0
10500,Empire: Total War,0,0
34030,Napoleon: Total War,41,0
42700,Call of Duty: Black Ops,46,0
42710,Call of Duty: Black Ops - Multiplayer,371,0
42910,Magicka,328,0
39120,RIFT,20633,0
15100,Assassin's Creed,0,0
15120,Tom Clancy's Rainbow Six: Vegas 2,0,0
19900,Far Cry 2,0,0
21980,Call of Juarez: Bound in Blood,0,0
47900,Dragon Age II,223,0
34330,Total War: SHOGUN 2,41,0
63200,Monday Night Combat,299,0
44340,Operation Flashpoint: Red River,114,0
620,Portal 2,1147,0
22350,BRINK,195,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,674,0
105600,Terraria,564,0
92100,DETOUR,0,0
42160,War of the Roses,4,0
206980,War of the Roses Balance Beta,0,0
17430,Need for Speed: Undercover,0,0
24740,Burnout Paradise: The Ultimate Box,0,0
24870,Need for Speed: SHIFT,0,0
47870,Need for Speed: Hot Pursuit,68,0
47920,Shift 2 Unleashed,289,0
48000,LIMBO,84,0
35450,Rising Storm/Red Orchestra 2 Multiplayer,421,0
236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,0,0
28050,Deus Ex: Human Revolution,47,0
55150,"Warhammer 40,000 Space Marine",133,0
91600,Sanctum,174,0
72850,The Elder Scrolls V: Skyrim,1519,0
65800,Dungeon Defenders,4020,0
55230,Saints Row: The Third,15,0
57400,Batman: Arkham City™,0,0
200260,Batman: Arkham City GOTY,26,0
21170,Gotham City Impostors,32,0
206210,Gotham City Impostors: Free To Play,0,0
22380,Fallout: New Vegas,200,0
65730,Take On Helicopters,45,0
49470,Magic: The Gathering — Duels of the Planeswalkers 2012,120,0
96400,Shoot Many Robots,0,0
205730,Insanely Twisted Shadow Planet,23,0
207170,Legend of Grimrock,448,0
207610,The Walking Dead,78,0
200710,Torchlight II,436,0
3830,Psychonauts,2,0
204060,Superbrothers: Sword & Sworcery EP,3,0
107100,Bastion,0,0
26800,Braid,0,0
40800,Super Meat Boy,10,0
209830,Lone Survivor: The Director's Cut,0,0
91310,Dead Island,112,0
96300,Ravaged Zombie Apocalypse,0,0
108710,Alan Wake,11,0
202750,Alan Wake's American Nightmare,0,0
201790,Orcs Must Die! 2,366,0
49520,Borderlands 2,4434,0
730,Counter-Strike: Global Offensive,386,0
202170,Sleeping Dogs™,172,0
200510,XCOM: Enemy Unknown,595,0
205790,Dota 2 Test,0,0
214560,Mark of the Ninja,32,0
43110,Metro 2033,0,0
49540,Aliens: Colonial Marines,31,0
13520,Far Cry,0,0
