item_id,item_name,playtime_forever,playtime_2weeks
17410,Mirror's Edge,78,0
24740,Burnout Paradise: The Ultimate Box,224,0
8190,Just Cause 2,221,0
105600,Terraria,55,0
108710,Alan Wake,0,0
202750,Alan Wake's American Nightmare,0,0
55230,Saints Row: The Third,226,0
221640,Super Hexagon,57,0
224540,Ace of Spades,574,0
227300,Euro Truck Simulator 2,317,0
208090,Loadout,694,0
105450,Age of Empires® III: Complete Collection,55,0
221380,Age of Empires II: HD Edition,19,0
233450,Prison Architect,176,0
43160,Metro: Last Light,480,0
206190,Gunpoint,120,0
12100,Grand Theft Auto III,0,0
12110,Grand Theft Auto: Vice City,0,0
12120,Grand Theft Auto: San Andreas,38,0
12210,Grand Theft Auto IV,179,0
12220,Grand Theft Auto: Episodes from Liberty City,0,0
12230,Grand Theft Auto III,0,0
12240,Grand Theft Auto: Vice City,0,0
12250,Grand Theft Auto: San Andreas,0,0
221910,The Stanley Parable,58,0
221100,DayZ,180,0
7670,BioShock,0,0
8850,BioShock 2,0,0
8870,BioShock Infinite,0,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
228380,Next Car Game: Wreckfest,59,0
249570,The Castle Doctrine,248,0
272860,Next Car Game Throw-A-Santa + Sneak Peek 2.0,44,0
287980,Mini Metro,91,0
301520,Robocraft,98,0
304930,Unturned,7,0
367450,Poly Bridge,248,0
427520,Factorio,0,0
