item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,3690,0
1250,Killing Floor,4340,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
34900,Bad Rats,1,0
20500,Red Faction: Guerrilla Steam Edition,268,0
6020,STAR WARS™ Jedi Knight: Jedi Academy™,61,0
550,Left 4 Dead 2,104,0
223530,Left 4 Dead 2 Beta,0,0
8190,Just Cause 2,0,0
8930,Sid Meier's Civilization V,10242,0
620,Portal 2,184,0
105600,Terraria,2465,0
22230,Rock of Ages,41,0
9420,Supreme Commander: Forged Alliance,33,0
113200,The Binding of Isaac,13,0
203630,Warlock - Master of the Arcane,37,0
209690,Fieldrunners,5,0
17710,Nuclear Dawn,0,0
201790,Orcs Must Die! 2,0,0
204300,Awesomenauts,0,0
730,Counter-Strike: Global Offensive,17154,30
214790,The Basement Collection,40,0
49520,Borderlands 2,2821,0
204360,Castle Crashers,24,0
205790,Dota 2 Test,0,0
219640,Chivalry: Medieval Warfare,246,0
232210,Patch testing for Chivalry,0,0
57690,Tropico 4,0,0
4920,Natural Selection 2,10730,0
212480,Sonic & All-Stars Racing Transformed,111,0
6370,Bloodline Champions,0,0
38830,CrimeCraft GangWars,66,0
47410,Stronghold Kingdoms,10,0
99900,Spiral Knights,1390,0
109600,Neverwinter,0,0
207230,Archeblade,0,0
212070,Star Conflict,1,0
230410,Warframe,147,0
238960,Path of Exile,52164,1466
263500,Dragons and Titans,0,0
240380,Solstice Arena,3,0
242720,GunZ 2: The Second Duel,8347,0
248570,Toribash,378,0
250420,8BitMMO,0,0
271290,HAWKEN,0,0
216150,MapleStory,0,0
239220,The Mighty Quest For Epic Loot,0,0
253710,theHunter,0,0
257730,Infinity Wars - Animated Trading Card Game,7,0
263540,Villagers and Heroes,0,0
221380,Age of Empires II: HD Edition,9003,0
233720,Surgeon Simulator,49,0
225600,Blade Symphony,321,0
10680,Aliens vs. Predator,279,0
241600,Rogue Legacy,1,0
242760,The Forest,765,0
242880,"Sir, You Are Being Hunted",31,0
242920,Banished,2760,0
233250,Planetary Annihilation,185,0
241410,CastleStorm,0,0
244850,Space Engineers,186,0
207140,SpeedRunners,2454,0
368730,No Time To Explain Remastered,0,0
218620,PAYDAY 2,383,0
233840,Worms Clan Wars,1400,0
252490,Rust,8812,0
252950,Rocket League,3550,79
208610,Skullgirls ∞Endless Beta∞,0,0
245170,Skullgirls,173,0
94400,Nidhogg,0,0
238430,Contagion,209,0
261180,Lethal League,147,0
262750,GoD Factory: Wingmen,82,0
263440,The Stomping Land,145,0
266840,Age of Mythology: Extended Edition,222,0
247730,Nether,2,0
246620,Plague Inc: Evolved,453,0
282440,Quake Live,57,14
286160,Tabletop Simulator,3275,0
290730,My Lands,0,0
291550,Brawlhalla,5656,6
219740,Don't Starve,1179,0
322330,Don't Starve Together,9639,0
293260,Card Hunter,0,0
293540,Guns and Robots,0,0
295110,H1Z1: Just Survive,14507,0
362300,H1Z1: Just Survive Test Server,0,0
433850,H1Z1: King of the Kill,296,0
439700,H1Z1: King of the Kill Test Server,0,0
289130,Endless Legend,122,0
300080,Total War Battles: KINGDOM,0,0
301520,Robocraft,2,0
302830,BLOCKADE 3D,12,0
304030,ArcheAge,228,0
304050,Trove,2,0
304930,Unturned,0,0
250340,Blockland,49,0
224600,Defiance,119,0
263060,Blockstorm,48,0
227700,Firefall,0,0
312530,Duck Game,4,0
291480,Warface,0,0
215080,WAKFU,7876,0
227940,Heroes & Generals,0,0
274900,Murder Miners,39,0
317470,Cubic Castles,0,0
258160,Rise of Incarnates,291,0
233610,Distance,23,0
323370,TERA,220,0
323900,MoW: Face Off M,0,0
274940,Depth,2717,0
215470,Primal Carnage,4,0
333930,Dirty Bomb,611,0
335240,Transformice,0,0
338170,Ratz Instagib 2.0,0,0
338340,Nightbanes,0,0
339610,FreeStyle2: Street Basketball,16,0
316390,sZone-Online,4,0
344760,Reign Of Kings,1327,0
346110,ARK: Survival Evolved,70026,2823
407530,ARK: Survival Of The Fittest,161,0
346900,AdVenture Capitalist,36,0
349480,Modular Combat,0,0
339280,Strife,21,0
354870,Reckless Ruckus,0,0
355840,Survarium,0,0
363970,Clicker Heroes,6483,0
376570,WildStar,56,0
380840,Teeworlds,7,0
386360,SMITE,7864,0
389570,Mitos.is: The Game,129,0
57300,Amnesia: The Dark Descent,0,0
299360,Block N Load,2930,0
359550,Tom Clancy's Rainbow Six Siege,6989,2881
449520,Rush for gold: California,0,0
273350,Evolve Stage 2,2081,0
