item_id,item_name,playtime_forever,playtime_2weeks
220,Half-Life 2,226,0
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,0,0
360,Half-Life Deathmatch: Source,0,0
380,Half-Life 2: Episode One,0,0
400,Portal,97,0
420,Half-Life 2: Episode Two,0,0
15100,Assassin's Creed,908,0
22000,World of Goo,294,0
18500,Defense Grid: The Awakening,2745,0
10500,Empire: Total War,8824,0
11450,Overlord,199,0
12710,Overlord: Raising Hell,0,0
12810,Overlord II,0,0
24780,SimCity 4 Deluxe,137,0
50130,Mafia II,214,0
22380,Fallout: New Vegas,882,0
34330,Total War: SHOGUN 2,1695,0
73010,Cities in Motion,3137,0
620,Portal 2,710,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,129,0
22230,Rock of Ages,125,0
55230,Saints Row: The Third,1424,0
205790,Dota 2 Test,0,0
213330,LEGO Batman 2,25,0
211420,Dark Souls: Prepare to Die Edition,69,0
204300,Awesomenauts,265,0
212680,FTL: Faster Than Light,5358,0
49520,Borderlands 2,1143,0
220780,Thomas Was Alone,243,0
202200,Galactic Civilizations II: Ultimate Edition,343,0
214150,Galactic Civilizations I: Ultimate Edition,180,0
57690,Tropico 4,5317,0
99900,Spiral Knights,41,0
219340,The Banner Saga: Factions,27,0
6000,STAR WARS™ Republic Commando,0,0
6020,STAR WARS™ Jedi Knight: Jedi Academy™,30,0
6030,STAR WARS™ Jedi Knight II: Jedi Outcast™,0,0
6060,STAR WARS™ Battlefront™ II,1629,0
32350,STAR WARS™ Starfighter™,0,0
32370,STAR WARS™: Knights of the Old Republic™,22,0
32380,STAR WARS™ Jedi Knight: Dark Forces II,0,0
32390,STAR WARS™ Jedi Knight: Mysteries of the Sith™,0,0
32400,STAR WARS™: Dark Forces,47,0
32420,STAR WARS™: The Clone Wars - Republic Heroes™,1,0
32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,0,0
32470,STAR WARS™ Empire at War: Gold Pack,0,0
32500,STAR WARS™: The Force Unleashed™ II,0,0
208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,0,0
220200,Kerbal Space Program,13206,0
222730,Reus,502,0
233250,Planetary Annihilation,3207,0
224060,Deadpool,110,0
230860,Cannon Brawl,443,0
206420,Saints Row IV,3332,0
252950,Rocket League,2722,0
253880,Earth 2150 Trilogy,4,0
259280,Earth 2150: The Moon Project,0,0
259300,Earth 2150: Lost Souls,0,0
214950,Total War: ROME II - Emperor Edition,2607,0
242050,Assassin's Creed IV Black Flag,7768,0
245470,Democracy 3,11,0
249130,LEGO® MARVEL Super Heroes,376,0
261570,Ori and the Blind Forest,297,0
264140,Pixel Piracy,1073,0
211820,Starbound,1976,0
367540,Starbound - Unstable,0,0
210770,Sanctum 2,1843,0
7670,BioShock,42,0
8850,BioShock 2,0,0
8870,BioShock Infinite,0,0
409710,BioShock Remastered,0,0
409720,BioShock 2 Remastered,0,0
237990,The Banner Saga,1257,0
222880,Insurgency,328,0
245620,Tropico 5,278,0
213850,Magic 2014 ,2918,0
301520,Robocraft,18085,0
244160,Homeworld Remastered Collection,191,0
224600,Defiance,0,0
65930,The Bureau: XCOM Declassified,0,0
200510,XCOM: Enemy Unknown,1951,0
240760,Wasteland 2,38,0
259130,Wasteland 1 - The Original Classic,4,0
404730,Wasteland 2: Director's Cut,0,0
313010,Cities XXL,700,0
221540,Defense Grid 2,1410,0
312860,Defense Grid 2: A Matter of Endurance,0,0
65980,Sid Meier's Civilization: Beyond Earth,2907,0
298630,The Escapists,725,0
365770,Volume,43,0
265930,Goat Simulator,65,0
377160,Fallout 4,10988,0
273350,Evolve Stage 2,31,0
510050,You Have 10 Seconds,5,0
