item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,7412,0
220,Half-Life 2,740,0
320,Half-Life 2: Deathmatch,0,0
340,Half-Life 2: Lost Coast,19,0
360,Half-Life Deathmatch: Source,0,0
380,Half-Life 2: Episode One,164,0
400,Portal,160,0
420,Half-Life 2: Episode Two,246,0
24740,Burnout Paradise: The Ultimate Box,198,0
12210,Grand Theft Auto IV,1235,0
12220,Grand Theft Auto: Episodes from Liberty City,0,0
620,Portal 2,460,0
730,Counter-Strike: Global Offensive,3952,19
204360,Castle Crashers,362,0
223470,POSTAL 2,673,0
113400,APB Reloaded,590,0
208090,Loadout,132,0
211500,RaceRoom Racing Experience ,379,0
209870,Blacklight: Retribution,252,0
248570,Toribash,115,0
239450,Gun Monkeys,13,0
218620,PAYDAY 2,66,0
252950,Rocket League,437,0
218640,Lucius,71,0
550,Left 4 Dead 2,4245,136
223530,Left 4 Dead 2 Beta,0,0
290930,Half-Life 2: Update,351,0
292380,Racer 8,5,0
292570,Chompy Chomp Chomp,10,0
301520,Robocraft,38,0
304050,Trove,491,0
304930,Unturned,118,0
310370,The Way of Life Free Edition,4,0
312990,The Expendabros,16,0
205790,Dota 2 Test,0,0
323370,TERA,301,0
346900,AdVenture Capitalist,2063,0
351800,Dev Guy,43,0
353360,how do you Do It?,11,0
355180,Codename CURE,0,0
359800,Copa Petrobras de Marcas,12,0
363970,Clicker Heroes,325,0
372000,Tree of Savior (English Ver.),13,0
350150,Scraps: Modular Vehicle Combat,198,0
385770,Time Clickers,333,0
291550,Brawlhalla,139,0
57300,Amnesia: The Dark Descent,5,0
417860,Emily is Away,73,0
34270,SEGA Mega Drive & Genesis Classics,5,0
205230,Hell Yeah!,5,0
205950,Jet Set Radio,3,0
497180,Street Legal Racing: Redline v2.3.1,1291,346
