item_id,item_name,playtime_forever,playtime_2weeks
72850,The Elder Scrolls V: Skyrim,90,0
8870,BioShock Infinite,17,0
252490,Rust,460,0
287450,Rise of Nations: Extended Edition,807,0
304930,Unturned,33,0
211400,Deadlight,0,0
215530,The Incredible Adventures of Van Helsing,0,0
202200,Galactic Civilizations II: Ultimate Edition,15,0
105600,Terraria,0,0
203770,Crusader Kings II,9,0
222940,THE KING OF FIGHTERS XIII STEAM EDITION,0,0
105450,Age of Empires® III: Complete Collection,367,0
221380,Age of Empires II: HD Edition,25,0
207170,Legend of Grimrock,0,0
201790,Orcs Must Die! 2,0,0
105800,PixelJunk Eden,0,0
