item_id,item_name,playtime_forever,playtime_2weeks
4000,Garry's Mod,9332,0
6880,Just Cause,0,0
9450,"Warhammer 40,000: Dawn of War – Soulstorm",3405,0
12200,Bully: Scholarship Edition,494,0
6060,STAR WARS™ Battlefront™ II,176,0
15620,"Warhammer® 40,000™: Dawn of War® II",169,0
20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",1237,0
8930,Sid Meier's Civilization V,21374,0
42700,Call of Duty: Black Ops,5717,0
42710,Call of Duty: Black Ops - Multiplayer,830,0
22380,Fallout: New Vegas,1199,0
12210,Grand Theft Auto IV,776,0
12220,Grand Theft Auto: Episodes from Liberty City,0,0
42910,Magicka,2225,0
91600,Sanctum,186,0
105600,Terraria,1596,0
65800,Dungeon Defenders,7625,0
72850,The Elder Scrolls V: Skyrim,734,0
55230,Saints Row: The Third,3029,0
41500,Torchlight,132,0
200710,Torchlight II,57,0
104900,ORION: Prelude,124,0
212680,FTL: Faster Than Light,77,0
202970,Call of Duty: Black Ops II,0,0
202990,Call of Duty: Black Ops II - Multiplayer,1686,0
212910,Call of Duty: Black Ops II - Zombies,7701,0
203140,Hitman: Absolution,949,0
230410,Warframe,97,0
230650,Lords of Football,517,0
246740,Huntsman - The Orphanage Halloween Edition,0,0
218620,PAYDAY 2,9769,0
239820,Game Dev Tycoon,1290,0
252490,Rust,938,0
205100,Dishonored,1436,0
49520,Borderlands 2,931,0
261030,The Walking Dead: Season Two,1491,409
265930,Goat Simulator,209,0
295270,Football Manager 2015,6782,0
304930,Unturned,501,0
224600,Defiance,19,0
730,Counter-Strike: Global Offensive,3456,0
282070,This War of Mine,258,0
333930,Dirty Bomb,0,0
319630,Life Is Strange™,710,0
378180,Football Manager 2016 Demo,130,0
299360,Block N Load,0,0
378120,Football Manager 2016,23731,1267
428690,Youtubers Life,676,0
429570,The Walking Dead: Michonne,407,17
