item_id,item_name,playtime_forever,playtime_2weeks
223470,POSTAL 2,565,0
304930,Unturned,4545,0
323370,TERA,0,0
380600,Fishing Planet,35,0
349700,Aftermath,1,0
550,Left 4 Dead 2,650,0
223530,Left 4 Dead 2 Beta,0,0
295110,H1Z1: Just Survive,3678,0
362300,H1Z1: Just Survive Test Server,0,0
433850,H1Z1: King of the Kill,0,0
439700,H1Z1: King of the Kill Test Server,0,0
105600,Terraria,5161,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,0,0
20900,The Witcher: Enhanced Edition,540,0
302510,Ryse: Son of Rome,0,0
