item_id,item_name,playtime_forever,playtime_2weeks
240,Counter-Strike: Source,35,0
3920,Sid Meier's Pirates!,181,0
4700,Medieval II: Total War,484,0
9450,"Warhammer 40,000: Dawn of War – Soulstorm",2214,0
4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",153,0
4580,"Warhammer 40,000: Dawn of War – Dark Crusade",1075,0
9310,"Warhammer 40,000: Dawn of War – Winter Assault",515,0
17480,Command and Conquer: Red Alert 3,949,0
1250,Killing Floor,39,0
35420,Killing Floor Mod: Defence Alliance 2,0,0
6060,STAR WARS™ Battlefront™ II,266,0
24800,Command and Conquer: Red Alert 3 - Uprising,180,0
20900,The Witcher: Enhanced Edition,230,0
24790,Command and Conquer 3: Tiberium Wars,238,0
22370,Fallout 3 - Game of the Year Edition,62,0
15620,"Warhammer® 40,000™: Dawn of War® II",0,0
20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",581,0
32470,STAR WARS™ Empire at War: Gold Pack,2488,0
33910,Arma 2,16,0
33930,Arma 2: Operation Arrowhead,55,0
219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0
58520,Blood Bowl: Legendary Edition,0,0
34330,Total War: SHOGUN 2,3051,0
56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",3196,0
64000,Men of War: Assault Squad,426,0
8930,Sid Meier's Civilization V,5532,0
58550,A Game of Thrones - Genesis,58,0
72850,The Elder Scrolls V: Skyrim,1981,0
201290,Sins of a Solar Empire: Trinity,312,0
105450,Age of Empires® III: Complete Collection,142,0
22380,Fallout: New Vegas,126,0
204880,Sins of a Solar Empire: Rebellion,1901,0
205610,Port Royale 3,209,0
207610,The Walking Dead,307,0
205590,Legends of Pegasus,115,0
209080,Guns of Icarus Online,215,0
209270,Hero Academy,96,0
730,Counter-Strike: Global Offensive,345,0
200510,XCOM: Enemy Unknown,1653,0
212680,FTL: Faster Than Light,35,0
49520,Borderlands 2,4068,0
48220,Might & Magic: Heroes VI,14,0
42160,War of the Roses,0,0
206980,War of the Roses Balance Beta,0,0
216890,Blood Bowl: Chaos Edition,589,0
205790,Dota 2 Test,0,0
219640,Chivalry: Medieval Warfare,388,0
232210,Patch testing for Chivalry,0,0
49540,Aliens: Colonial Marines,715,0
228280,Baldur's Gate: Enhanced Edition,225,0
109600,Neverwinter,181,0
113420,Fallen Earth,93,0
218230,PlanetSide 2,4462,0
236390,War Thunder,1185,28
39000,Moonbase Alpha,1,0
217750,Age of Conan: Unchained,0,0
218170,Age of Conan: Unchained OLD,194,0
226320,Marvel Heroes 2016,0,0
239220,The Mighty Quest For Epic Loot,137,0
227380,Dragon's Lair,1,0
220660,StarDrive,87,0
31280,Poker Night at the Inventory,23,0
236730,Anomaly 2,0,0
234650,Shadowrun Returns,1214,0
214950,Total War: ROME II - Emperor Edition,13518,0
210770,Sanctum 2,232,0
215530,The Incredible Adventures of Van Helsing,414,0
242760,The Forest,630,0
242920,Banished,253,0
233250,Planetary Annihilation,40,0
208140,Endless Space,77,0
224060,Deadpool,93,0
230170,Divinity: Dragon Commander Beta,0,0
243950,Divinity: Dragon Commander,307,0
245130,The Dead Linger,25,0
207140,SpeedRunners,33,0
368730,No Time To Explain Remastered,0,0
242570,Space Hulk,149,0
218620,PAYDAY 2,1252,0
96300,Ravaged Zombie Apocalypse,67,0
252250,Maia,198,0
252490,Rust,5842,0
107410,Arma 3,11042,130
238430,Contagion,7,0
266840,Age of Mythology: Extended Edition,1195,0
226840,Age of Wonders III,524,0
221100,DayZ,2122,0
267750,Shadowrun Chronicles - Boston Lockdown,482,0
239840,Dead State,1657,0
222880,Insurgency,35,0
274940,Depth,59,0
316110,Depth DEV,36,0
213670,South Park™: The Stick of Truth™,480,0
281610,Homeworld: Deserts of Kharak,476,0
35450,Rising Storm/Red Orchestra 2 Multiplayer,0,0
236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,31,0
225600,Blade Symphony,12,0
301520,Robocraft,113,0
244160,Homeworld Remastered Collection,1155,0
304930,Unturned,46,0
250400,How to Survive,121,0
224600,Defiance,69,0
227700,Firefall,42,0
9900,Star Trek Online,27279,0
227940,Heroes & Generals,1421,0
317110,Uncharted Waters Online: Episode Atlantis,15,0
65980,Sid Meier's Civilization: Beyond Earth,931,0
325610,Total War: ATTILA,7738,0
330840,Game of Thrones - A Telltale Games Series,558,0
310380,Fractured Space,206,0
282070,This War of Mine,387,0
333930,Dirty Bomb,579,0
276810,Mordheim: City of the Damned,905,0
219740,Don't Starve,0,0
322330,Don't Starve Together,214,0
342200,MechWarrior Online,301,0
346010,Besiege,197,0
346110,ARK: Survival Evolved,7164,0
407530,ARK: Survival Of The Fittest,0,0
291650,Pillars of Eternity,496,0
253510,Warmachine Tactics,0,0
235540,Warhammer: End Times - Vermintide,557,0
363680,Battlefleet Gothic: Armada,876,0
365590,Tom Clancy's The Division,4237,0
369200,Ghost in the Shell Stand Alone Complex First Assault Online,0,0
375230,"Warhammer 40,000: Eternal Crusade",889,15
375950,Viridi,7,0
377160,Fallout 4,9660,0
381210,Dead by Daylight,63,0
236690,Blood Bowl 2,253,0
268500,XCOM 2,4776,0
364360,Total War: WARHAMMER,1729,0
275850,No Man's Sky,939,0
455910,STAR WARS™: Rogue Squadron 3D,12,0
