user_id,user_url,steam_id
76561197970982479,http://steamcommunity.com/profiles/76561197970982479,76561197970982479
js41637,http://steamcommunity.com/id/js41637,76561198035864385
evcentric,http://steamcommunity.com/id/evcentric,76561198007712555
doctr,http://steamcommunity.com/id/doctr,76561198002099482
maplemage,http://steamcommunity.com/id/maplemage,76561198026584251
Wackky,http://steamcommunity.com/id/Wackky,76561198039117046
76561198079601835,http://steamcommunity.com/profiles/76561198079601835,76561198079601835
MeaTCompany,http://steamcommunity.com/id/MeaTCompany,76561198071532177
76561198089393905,http://steamcommunity.com/profiles/76561198089393905,76561198089393905
76561198156664158,http://steamcommunity.com/profiles/76561198156664158,76561198156664158
76561198077246154,http://steamcommunity.com/profiles/76561198077246154,76561198077246154
WeiEDKrSat,http://steamcommunity.com/id/WeiEDKrSat,76561198041660154
thequeenpanda,http://steamcommunity.com/id/thequeenpanda,76561198010803705
death-hunter,http://steamcommunity.com/id/death-hunter,76561198018556265
DJKamBer,http://steamcommunity.com/id/DJKamBer,76561198026039330
Rainbow-Dashie,http://steamcommunity.com/id/Rainbow-Dashie,76561198087659130
76561198043472122,http://steamcommunity.com/profiles/76561198043472122,76561198043472122
MarbleShrine,http://steamcommunity.com/id/MarbleShrine,76561198062570934
PPanther,http://steamcommunity.com/id/PPanther,76561198026157558
devvonst,http://steamcommunity.com/id/devvonst,76561198062380099
Fr0stedLine,http://steamcommunity.com/id/Fr0stedLine,76561198037965617
starkillershadow553,http://steamcommunity.com/id/starkillershadow553,76561198059648579
76561198058373434,http://steamcommunity.com/profiles/76561198058373434,76561198058373434
76561198048353577,http://steamcommunity.com/profiles/76561198048353577,76561198048353577
76561198066046412,http://steamcommunity.com/profiles/76561198066046412,76561198066046412
tru_mu_,http://steamcommunity.com/id/tru_mu_,76561198071250884
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,76561198070565427
SavageEeEe,http://steamcommunity.com/id/SavageEeEe,76561198078235843
76561198076909484,http://steamcommunity.com/profiles/76561198076909484,76561198076909484
KanadeTheNeko,http://steamcommunity.com/id/KanadeTheNeko,76561198129159264
Leaf_Light_Moscow,http://steamcommunity.com/id/Leaf_Light_Moscow,76561198305694024
GoAwayZach,http://steamcommunity.com/id/GoAwayZach,76561198086431390
76561198054540475,http://steamcommunity.com/profiles/76561198054540475,76561198054540475
76561198085547365,http://steamcommunity.com/profiles/76561198085547365,76561198085547365
76561198061252210,http://steamcommunity.com/profiles/76561198061252210,76561198061252210
OfficialShroomsy,http://steamcommunity.com/id/OfficialShroomsy,76561198059361962
boydeer,http://steamcommunity.com/id/boydeer,76561198106550365
VVillis,http://steamcommunity.com/id/VVillis,76561198092825399
76561198083226897,http://steamcommunity.com/profiles/76561198083226897,76561198083226897
76561198075277292,http://steamcommunity.com/profiles/76561198075277292,76561198075277292
76561198028895010,http://steamcommunity.com/profiles/76561198028895010,76561198028895010
76561198170198366,http://steamcommunity.com/profiles/76561198170198366,76561198170198366
diego9031,http://steamcommunity.com/id/diego9031,76561198082027703
jarrodtrim,http://steamcommunity.com/id/jarrodtrim,76561197999173629
76561198078738103,http://steamcommunity.com/profiles/76561198078738103,76561198078738103
76561198067936203,http://steamcommunity.com/profiles/76561198067936203,76561198067936203
76561198079770573,http://steamcommunity.com/profiles/76561198079770573,76561198079770573
76561198087586464,http://steamcommunity.com/profiles/76561198087586464,76561198087586464
Derp-e,http://steamcommunity.com/id/Derp-e,76561198045022050
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,76561198070194565
Rivtex,http://steamcommunity.com/id/Rivtex,76561198104187800
UTNerd24,http://steamcommunity.com/id/UTNerd24,76561198053985682
sandwiches1,http://steamcommunity.com/id/sandwiches1,76561198052850911
76561198138053270,http://steamcommunity.com/profiles/76561198138053270,76561198138053270
lucaswerg,http://steamcommunity.com/id/lucaswerg,76561198056696376
Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,76561198065991640
CaptianAutismo,http://steamcommunity.com/id/CaptianAutismo,76561198100886422
76561198075895633,http://steamcommunity.com/profiles/76561198075895633,76561198075895633
TheDropix101,http://steamcommunity.com/id/TheDropix101,76561198066482493
kube134,http://steamcommunity.com/id/kube134,76561198031442694
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,76561198101807736
MainScout,http://steamcommunity.com/id/MainScout,76561198092334812
gdxsd,http://steamcommunity.com/id/gdxsd,76561198087667012
yookobz,http://steamcommunity.com/id/yookobz,76561198043608819
Posiblydead,http://steamcommunity.com/id/Posiblydead,76561198055519677
Mossy_Gaming,http://steamcommunity.com/id/Mossy_Gaming,76561198095258412
76561198102421718,http://steamcommunity.com/profiles/76561198102421718,76561198102421718
76561198087407319,http://steamcommunity.com/profiles/76561198087407319,76561198087407319
76561198056741844,http://steamcommunity.com/profiles/76561198056741844,76561198056741844
sad-commie,http://steamcommunity.com/id/sad-commie,76561198040301510
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,76561198030567998
76561198010674657,http://steamcommunity.com/profiles/76561198010674657,76561198010674657
Coldaniel,http://steamcommunity.com/id/Coldaniel,76561198126946946
therealmorty,http://steamcommunity.com/id/therealmorty,76561198082552101
Berserklejerker,http://steamcommunity.com/id/Berserklejerker,76561198026747561
76561198061730629,http://steamcommunity.com/profiles/76561198061730629,76561198061730629
YoHuNz,http://steamcommunity.com/id/YoHuNz,76561198024740070
possessioniskey,http://steamcommunity.com/id/possessioniskey,76561198073017892
76561198093112529,http://steamcommunity.com/profiles/76561198093112529,76561198093112529
76561198060447950,http://steamcommunity.com/profiles/76561198060447950,76561198060447950
whiteofwolfing,http://steamcommunity.com/id/whiteofwolfing,76561198136952974
sergarino,http://steamcommunity.com/id/sergarino,76561198084507508
76561198081962345,http://steamcommunity.com/profiles/76561198081962345,76561198081962345
76561198094224872,http://steamcommunity.com/profiles/76561198094224872,76561198094224872
76561198073210139,http://steamcommunity.com/profiles/76561198073210139,76561198073210139
Nozomikat,http://steamcommunity.com/id/Nozomikat,76561198076738682
xfluttersx,http://steamcommunity.com/id/xfluttersx,76561198069920369
76561198056290589,http://steamcommunity.com/profiles/76561198056290589,76561198056290589
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,76561198075905679
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,76561198097762318
Hirukaz,http://steamcommunity.com/id/Hirukaz,76561198061518530
StelerForYou,http://steamcommunity.com/id/StelerForYou,76561198066728567
76561198183396245,http://steamcommunity.com/profiles/76561198183396245,76561198183396245
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,76561198064054499
kevinator23,http://steamcommunity.com/id/kevinator23,76561198064469140
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,76561198090715178
CatsWhale,http://steamcommunity.com/id/CatsWhale,76561198072380677
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,76561198073784601
mimimomoma,http://steamcommunity.com/id/mimimomoma,76561198098305358
76561198102410011,http://steamcommunity.com/profiles/76561198102410011,76561198102410011
de_Butl3r,http://steamcommunity.com/id/de_Butl3r,76561198092276029
76561198027947401,http://steamcommunity.com/profiles/76561198027947401,76561198027947401
Bluezap1,http://steamcommunity.com/id/Bluezap1,76561198228257988
76561198074200011,http://steamcommunity.com/profiles/76561198074200011,76561198074200011
jonasdbomb,http://steamcommunity.com/id/jonasdbomb,76561198026525528
L1J1N,http://steamcommunity.com/id/L1J1N,76561198059515552
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,76561198121529183
AVATAR715,http://steamcommunity.com/id/AVATAR715,76561198086661549
YieuwMage,http://steamcommunity.com/id/YieuwMage,76561198168665156
76561198078752187,http://steamcommunity.com/profiles/76561198078752187,76561198078752187
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,76561198078378562
76561198211054671,http://steamcommunity.com/profiles/76561198211054671,76561198211054671
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,76561197994493402
Koolcaz12,http://steamcommunity.com/id/Koolcaz12,76561198104221843
76561198065656175,http://steamcommunity.com/profiles/76561198065656175,76561198065656175
76561198188979775,http://steamcommunity.com/profiles/76561198188979775,76561198188979775
97396295,http://steamcommunity.com/id/97396295,76561198090575193
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,76561198126640317
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,76561198083882871
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,76561198010679125
GGargula,http://steamcommunity.com/id/GGargula,76561198086990597
Myther43,http://steamcommunity.com/id/Myther43,76561198081394779
getf0kinn0sc0pedm9,http://steamcommunity.com/id/getf0kinn0sc0pedm9,76561198085068505
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,76561198141443390
76561198097333029,http://steamcommunity.com/profiles/76561198097333029,76561198097333029
whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,76561198073910768
Magjiikal,http://steamcommunity.com/id/Magjiikal,76561198042805870
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,76561198049699081
76561198050347115,http://steamcommunity.com/profiles/76561198050347115,76561198050347115
2768820078,http://steamcommunity.com/id/2768820078,76561198141694336
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,76561198056392326
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,76561198077997412
76561198078478151,http://steamcommunity.com/profiles/76561198078478151,76561198078478151
exiaez,http://steamcommunity.com/id/exiaez,76561198069274972
76561198095921854,http://steamcommunity.com/profiles/76561198095921854,76561198095921854
EizanAratoFujimaki,http://steamcommunity.com/id/EizanAratoFujimaki,76561198160640899
TeCool,http://steamcommunity.com/id/TeCool,76561198034252291
2xDelorean,http://steamcommunity.com/id/2xDelorean,76561198043816230
washington_,http://steamcommunity.com/id/washington_,76561198044031549
jewxxl,http://steamcommunity.com/id/jewxxl,76561198085386998
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,76561198088944293
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,76561198092540221
76561198051258119,http://steamcommunity.com/profiles/76561198051258119,76561198051258119
nubquake123,http://steamcommunity.com/id/nubquake123,76561198053801332
Pyromanic,http://steamcommunity.com/id/Pyromanic,76561198059267109
76561198109656922,http://steamcommunity.com/profiles/76561198109656922,76561198109656922
CobRazor,http://steamcommunity.com/id/CobRazor,76561198000290610
relesprit,http://steamcommunity.com/id/relesprit,76561198039196279
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,76561198049338296
pwrt,http://steamcommunity.com/id/pwrt,76561198092377415
wantmahbody,http://steamcommunity.com/id/wantmahbody,76561198095435043
76561198115868847,http://steamcommunity.com/profiles/76561198115868847,76561198115868847
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,76561198047971656
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,76561198031207016
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,76561198043458582
smashiroshh,http://steamcommunity.com/id/smashiroshh,76561198140446256
shark854,http://steamcommunity.com/id/shark854,76561198073360997
killbunny38,http://steamcommunity.com/id/killbunny38,76561198033203747
76561198047630659,http://steamcommunity.com/profiles/76561198047630659,76561198047630659
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,76561198058095161
sithjjf,http://steamcommunity.com/id/sithjjf,76561198059540034
76561198060039459,http://steamcommunity.com/profiles/76561198060039459,76561198060039459
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,76561198049756768
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,76561198065593074
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,76561198044169764
euzi,http://steamcommunity.com/id/euzi,76561198074141366
76561198074935997,http://steamcommunity.com/profiles/76561198074935997,76561198074935997
76561197961778802,http://steamcommunity.com/profiles/76561197961778802,76561197961778802
lucasrash,http://steamcommunity.com/id/lucasrash,76561198092019152
76561198016602703,http://steamcommunity.com/profiles/76561198016602703,76561198016602703
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,76561198045506359
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,76561198087010391
66666669999999,http://steamcommunity.com/id/66666669999999,76561198004054805
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,76561198061174192
ReMiXOfficalSteam,http://steamcommunity.com/id/ReMiXOfficalSteam,76561198069676842
Wilfire77,http://steamcommunity.com/id/Wilfire77,76561198036810834
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,76561198084390807
Mastic,http://steamcommunity.com/id/Mastic,76561198070257177
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,76561198028286104
tarjla,http://steamcommunity.com/id/tarjla,76561198063067690
deathnz1,http://steamcommunity.com/id/deathnz1,76561197995287773
readingthis4noobs,http://steamcommunity.com/id/readingthis4noobs,76561198089643196
76561198104393251,http://steamcommunity.com/profiles/76561198104393251,76561198104393251
76561198075322986,http://steamcommunity.com/profiles/76561198075322986,76561198075322986
redsncrimson,http://steamcommunity.com/id/redsncrimson,76561198055786387
76561198151910904,http://steamcommunity.com/profiles/76561198151910904,76561198151910904
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,76561198066902183
76561198071214618,http://steamcommunity.com/profiles/76561198071214618,76561198071214618
76561198115115631,http://steamcommunity.com/profiles/76561198115115631,76561198115115631
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,76561198071175142
t8s,http://steamcommunity.com/id/t8s,76561198191333731
pikawuu2,http://steamcommunity.com/id/pikawuu2,76561198052736868
Sammeh00,http://steamcommunity.com/id/Sammeh00,76561198088147599
Michaelele,http://steamcommunity.com/id/Michaelele,76561198059519402
76561198045754869,http://steamcommunity.com/profiles/76561198045754869,76561198045754869
76561198076098774,http://steamcommunity.com/profiles/76561198076098774,76561198076098774
76561198103253374,http://steamcommunity.com/profiles/76561198103253374,76561198103253374
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,76561198048417105
76561198090842891,http://steamcommunity.com/profiles/76561198090842891,76561198090842891
76561198055767971,http://steamcommunity.com/profiles/76561198055767971,76561198055767971
76561197998052647,http://steamcommunity.com/profiles/76561197998052647,76561197998052647
adohya343,http://steamcommunity.com/id/adohya343,76561198123280390
76561198145436942,http://steamcommunity.com/profiles/76561198145436942,76561198145436942
jjas01,http://steamcommunity.com/id/jjas01,76561197973962178
3xotic26,http://steamcommunity.com/id/3xotic26,76561198046015922
iamthetrashlord,http://steamcommunity.com/id/iamthetrashlord,76561198063595238
3dster,http://steamcommunity.com/id/3dster,76561198064608459
76561198079990063,http://steamcommunity.com/profiles/76561198079990063,76561198079990063
Forty-Nine,http://steamcommunity.com/id/Forty-Nine,76561198087332642
76561198051017916,http://steamcommunity.com/profiles/76561198051017916,76561198051017916
L4M1NAS,http://steamcommunity.com/id/L4M1NAS,76561198050176480
76561198096766604,http://steamcommunity.com/profiles/76561198096766604,76561198096766604
76561197995322437,http://steamcommunity.com/profiles/76561197995322437,76561197995322437
imsojipper,http://steamcommunity.com/id/imsojipper,76561198070484359
76561198084542731,http://steamcommunity.com/profiles/76561198084542731,76561198084542731
76561198103671881,http://steamcommunity.com/profiles/76561198103671881,76561198103671881
mrpfresh,http://steamcommunity.com/id/mrpfresh,76561197974266367
GamerFag,http://steamcommunity.com/id/GamerFag,76561198006592023
EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,76561198050004858
chidori_647,http://steamcommunity.com/id/chidori_647,76561198018683659
76561198092227136,http://steamcommunity.com/profiles/76561198092227136,76561198092227136
hellcat59,http://steamcommunity.com/id/hellcat59,76561198089539976
76561198007584361,http://steamcommunity.com/profiles/76561198007584361,76561198007584361
tbimperator,http://steamcommunity.com/id/tbimperator,76561198061137771
Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,76561198072341833
ulramite,http://steamcommunity.com/id/ulramite,76561198055973093
-GM-Dragon,http://steamcommunity.com/id/-GM-Dragon,76561197978442610
76561198054040292,http://steamcommunity.com/profiles/76561198054040292,76561198054040292
76561198078799606,http://steamcommunity.com/profiles/76561198078799606,76561198078799606
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,76561198067520555
750805,http://steamcommunity.com/id/750805,76561198095708135
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,76561198072918306
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,76561198054465623
aaropro,http://steamcommunity.com/id/aaropro,76561198084687167
abiam,http://steamcommunity.com/id/abiam,76561198057005123
FrankoWalker,http://steamcommunity.com/id/FrankoWalker,76561198119635144
LightfootSword7,http://steamcommunity.com/id/LightfootSword7,76561198052108889
SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,76561198087436922
express157,http://steamcommunity.com/id/express157,76561198065500375
76561198074644990,http://steamcommunity.com/profiles/76561198074644990,76561198074644990
76561198064304806,http://steamcommunity.com/profiles/76561198064304806,76561198064304806
TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,76561198044661522
76561198057086148,http://steamcommunity.com/profiles/76561198057086148,76561198057086148
Acidius99,http://steamcommunity.com/id/Acidius99,76561198103673180
acorn13,http://steamcommunity.com/id/acorn13,76561198001612399
adamcookie,http://steamcommunity.com/id/adamcookie,76561198049455674
AddzyTheBaddzy,http://steamcommunity.com/id/AddzyTheBaddzy,76561198091378873
mrfunkyjunkie,http://steamcommunity.com/id/mrfunkyjunkie,76561198035060604
mradobe7,http://steamcommunity.com/id/mradobe7,76561198060344583
76561198167207237,http://steamcommunity.com/profiles/76561198167207237,76561198167207237
cancerkek,http://steamcommunity.com/id/cancerkek,76561198042686759
76561198073508075,http://steamcommunity.com/profiles/76561198073508075,76561198073508075
76561198074323290,http://steamcommunity.com/profiles/76561198074323290,76561198074323290
76561198090899557,http://steamcommunity.com/profiles/76561198090899557,76561198090899557
advenger95,http://steamcommunity.com/id/advenger95,76561198029864696
EndAtHallow,http://steamcommunity.com/id/EndAtHallow,76561198055363234
76561198063624801,http://steamcommunity.com/profiles/76561198063624801,76561198063624801
aeryal,http://steamcommunity.com/id/aeryal,76561198107138336
76561198070263209,http://steamcommunity.com/profiles/76561198070263209,76561198070263209
76561198015968275,http://steamcommunity.com/profiles/76561198015968275,76561198015968275
Agiegamma,http://steamcommunity.com/id/Agiegamma,76561198085624670
76561198082614708,http://steamcommunity.com/profiles/76561198082614708,76561198082614708
Agronoth,http://steamcommunity.com/id/Agronoth,76561198054531989
UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,76561198097012821
76561198068565589,http://steamcommunity.com/profiles/76561198068565589,76561198068565589
SlutOnTheSpit,http://steamcommunity.com/id/SlutOnTheSpit,76561198031629115
WestyGaming,http://steamcommunity.com/id/WestyGaming,76561198031955420
NaruseAiria,http://steamcommunity.com/id/NaruseAiria,76561198076727678
76561198067713802,http://steamcommunity.com/profiles/76561198067713802,76561198067713802
76561198187212131,http://steamcommunity.com/profiles/76561198187212131,76561198187212131
76561198044678148,http://steamcommunity.com/profiles/76561198044678148,76561198044678148
Alex680,http://steamcommunity.com/id/Alex680,76561198088142152
alansiulun,http://steamcommunity.com/id/alansiulun,76561198068368825
Albolah,http://steamcommunity.com/id/Albolah,76561198127777505
76561198003056556,http://steamcommunity.com/profiles/76561198003056556,76561198003056556
