posted,item_id,recommend,review
2015-04-16,271590,True,"Купил игру и не жалею денег, все очень впечатляет , прям до мурашек все эти горы , прекрасные виды,сюжет. Сейчас играю и не нарадуюсь. Отличный сюжет, непредсказуемые события ,радует то, что появились еще и животные. С GTA 5, как мне кажется, скучать не придется."
2015-01-30,335240,True,"Отличная игра. Радуют новые ивенты,одежда,карты и т.д.10/10Всем советую)"
2013-04-30,202970,True,"Лучшая на данный момент игра, первая игра из серии которую нельзя пройти за пару часов, одна из немногих игр которую хочется пере пройти, классическая помесь боевика из 90х годов, бондианы и футуристического будущего, это всё делает её уникальной игрой с непередаваемыми впечатлениями которые просто взрывают мозг. Данная игра это новый стиль в жанре, неплохой сюжет как всегда с голливудским размахом, запоминающиеся герои, сюжетная интрига которая не отпускает всю игру. Можно было бы сказать старый движок, обычная бездумная стрелялка, но разработчикам удалось сделать из игры шедевр, вытащить игру на новый уровень. Тот редкий случай когда продолжение превосходит первую часть."
2013-02-12,49540,True,The game is great! I love this game!
2013-03-05,203160,True,"The game is great, I even can not express in words the pleasure I get from this game, I'm the first minutes of the game, I realized that my game. loved the multiplayer.I still recommend you to buy and play this game"
2012-09-27,10,True,:D
2013-03-27,221430,True,Гоооооол :D
2013-02-07,220440,True,I love this game ^-^
2013-02-15,211500,True,omg...-____-
2013-02-27,222520,True,MMO -____-
