posted,item_id,recommend,review
2014-05-09,247730,False,soy gay y me gusta el canela y el visho es el mas shoro
2013-12-11,206210,True,ES UNA AMENASA A MI PITO YO NUNCA PENSE QUE EL TENIA LO PERFECTO PARA VIOLARME SIENTO AGRADESIDO DE EL GRASIAS
2016-01-05,730,True,si tu mama te ama no jugui esta wea
2015-08-14,252950,True,si
2014-12-09,236430,True,soy gay me gustan los ♥♥♥♥♥♥
2014-07-15,223710,True,♥♥♥♥♥ mama
2014-05-01,12220,True,mas pro que yo no hay ni que el señor cara de papa
2014-11-01,202970,True,Muy Buen Juego!! Mejor Call Of Duty Por lejos!! ORGULLO GAY <3<3
2014-05-09,224260,False,Soy gay me gusta la canela la olivia y la renata soy un perquin de ♥♥♥♥♥♥
2014-08-14,217690,True, que shusha ago en la primera parte¿?
