posted,item_id,recommend,review
2014-03-18,620,True,This is a good game
2015-01-18,253710,True,mlg mule deer hunting
2014-05-08,219740,True,Awesome game definately would recommend it. ROG is my favourite dlc its an awesome all rounder.
2014-11-02,104900,True,i litteraly cannot even.
2014-05-24,340,True,WHERE ARE MY DRAGONS?!
2016-01-20,387990,True,Pretty top meme
2015-12-19,72850,True,Pretty Dank
2015-06-13,730,True,gr8 pot8 m8 i r8 8/8
2015-06-13,17520,True,8/8 Gr8 B8 M8 this is my r8ing
2014-05-29,221100,True,OMFG SOOOOO ♥♥♥♥IN GOOD
