posted,item_id,recommend,review
2015-05-29,440,True,Hat Simulator 2015. 10/10 would spend over 500$ for items again
2015-10-24,219640,False,"so broken, cant even play in fullscreen without it twitching, leaving it unplayable or 25-30 fps in windowed. 2/10 >:("
2015-02-14,322330,True,finished a night with no stuff to make a fire. Used friend as ghost to produce light. 10/10 survived night without needing a fire
2015-12-20,319510,False,autism
2014-08-29,42680,True,really fun game! it took me a while 2 get until it went onto this deal so now i can continue the story. And the multiplayer looks very promising but im only gonna play mp after sp but all in all im gonna give it 8.5 only because the campaign is only 5 hours long
2014-01-15,99900,True,its like castle crashers but in 3D!!!!
2014-02-11,245130,False,my pc says i can run this game really well (canyourunit passed over reccomended) and its laggy as f*ck even on lowest settings >:( please optimize soon because i paid good money for this....
2015-10-17,204360,False,Dont buy. Barbarian update broke the game for me. It freezes every now and then and sometimes black screens
2015-06-01,252490,True,sonic 06 loads faster. Still a fun game though so 9/10
2013-12-31,218620,True,Its A very fun shooter with friends. but if not with friends. A tad bit too hard. but anyways 10/10!!! :)
