posted,item_id,recommend,review
2015-10-17,218620,False,"Absolutely pathetic attempt to milk me. Seriously guys, this game was good. Was. but now the stat skins and ♥♥♥♥ like, its ruined it. I was /okay/ with the DLC amount, but now its just pathetic. Good game, bad path. Rest in peace."
2015-02-03,310380,True,"This game is a really awesome twist on space combat. With 8 ships at your disposal, all different, it suits lots of play styles. Id say get the game while its cheap(er). Knowing the future it will become more expensive. SO get it and blow up other people."
2015-02-22,338580,True,Can ram biggest ship into things10/10 would buy again
2016-08-29,39210,True,its okay
2013-12-24,22330,True,I got addicted and now I'm in rehab :c
2014-11-14,730,True,♥♥♥♥♥♥♥ get on it
2015-10-03,255710,True,Its like everyone worries about ♥♥♥♥ and you tell at them bc youre poor
2014-09-06,233250,True,9/11 needs more muslinghams
2015-10-24,290300,True,Mint.
2014-02-19,244850,True,"'GG Activision!' 'Yeah, great job!'"
